date,p0,p1,datestring
1814-04-06,1010.8,1006.4,1814_April_6
1814-04-07,1007.0,1017.5,1814_April_7
1814-04-08,1021.3,1024.8,1814_April_8
1814-04-09,1024.5,1019.7,1814_April_9
1814-04-10,1016.3,1004.6,1814_April_10
1814-04-11,1009.0,1006.8,1814_April_11
1814-04-12,1017.6,1020.4,1814_April_12
1814-04-13,1020.3,1020.0,1814_April_13
1814-04-14,1017.0,1011.7,1814_April_14
1814-04-15,1006.6,997.6,1814_April_15
1814-04-16,1000.8,1010.3,1814_April_16
1814-04-17,1010.9,1009.3,1814_April_17
1814-04-18,1018.0,1016.3,1814_April_18
1814-04-19,1015.3,1019.9,1814_April_19
1814-04-20,1025.2,1019.7,1814_April_20
1814-04-21,1014.6,1014.7,1814_April_21
1814-04-22,1012.9,1004.3,1814_April_22
1814-04-23,1002.6,1018.0,1814_April_23
1814-04-24,1028.6,1028.6,1814_April_24
1814-04-25,1028.6,1020.9,1814_April_25
1814-04-26,1020.0,1010.2,1814_April_26
1814-04-27,1008.0,999.7,1814_April_27
1814-04-28,1011.5,1019.2,1814_April_28
1814-04-29,1021.7,1016.0,1814_April_29
1814-04-30,1008.5,999.5,1814_April_30
,9999.9,9999.9,1814_April_31
1814-05-01,999.5,1005.3,1814_May_1
1814-05-02,1009.2,1015.9,1814_May_2
1814-05-03,1021.3,1010.5,1814_May_3
1814-05-04,1009.6,1012.9,1814_May_4
1814-05-05,1013.1,1006.7,1814_May_5
1814-05-06,1009.2,1015.1,1814_May_6
1814-05-07,1013.7,1005.8,1814_May_7
1814-05-08,1002.6,1008.6,1814_May_8
1814-05-09,1013.2,1015.9,1814_May_9
1814-05-10,1016.6,1012.3,1814_May_10
1814-05-11,1008.8,999.6,1814_May_11
1814-05-12,998.1,1004.1,1814_May_12
1814-05-13,1008.3,1009.8,1814_May_13
1814-05-14,1011.9,1016.7,1814_May_14
1814-05-15,1017.8,1019.6,1814_May_15
1814-05-16,1020.3,1015.5,1814_May_16
1814-05-17,1015.2,1008.3,1814_May_17
1814-05-18,1005.1,1005.5,1814_May_18
1814-05-19,1006.3,1002.6,1814_May_19
1814-05-20,1003.0,1002.8,1814_May_20
1814-05-21,1002.2,994.8,1814_May_21
1814-05-22,989.4,998.5,1814_May_22
1814-05-23,1001.9,9999.9,1814_May_23
1814-05-24,9999.9,1002.0,1814_May_24
1814-05-25,1001.1,999.7,1814_May_25
1814-05-26,1000.1,1001.1,1814_May_26
1814-05-27,1003.6,1002.2,1814_May_27
1814-05-28,1003.7,1005.9,1814_May_28
1814-05-29,1005.2,1002.8,1814_May_29
1814-05-30,1003.6,1003.6,1814_May_30
1814-05-31,1003.3,1004.9,1814_May_31
1814-06-01,1006.1,1008.7,1814_June_1
1814-06-02,1008.8,1009.7,1814_June_2
1814-06-03,1008.5,1005.4,1814_June_3
1814-06-04,1005.6,1002.7,1814_June_4
1814-06-05,1001.9,1011.4,1814_June_5
1814-06-06,1015.6,1016.7,1814_June_6
1814-06-07,1016.0,1012.7,1814_June_7
1814-06-08,1009.7,1008.5,1814_June_8
1814-06-09,1006.4,1008.9,1814_June_9
1814-06-10,1011.1,1011.6,1814_June_10
1814-06-11,1011.2,1013.6,1814_June_11
1814-06-12,1014.4,1014.4,1814_June_12
1814-06-13,1014.2,1013.5,1814_June_13
1814-06-14,1012.0,1007.3,1814_June_14
1814-06-15,1007.9,1011.0,1814_June_15
1814-06-16,1011.7,1014.0,1814_June_16
1814-06-17,1014.3,1011.3,1814_June_17
1814-06-18,1012.1,1011.9,1814_June_18
1814-06-19,1014.2,1018.4,1814_June_19
1814-06-20,1021.2,1020.8,1814_June_20
1814-06-21,1020.5,1016.3,1814_June_21
1814-06-22,1012.9,1004.8,1814_June_22
1814-06-23,1001.0,1013.1,1814_June_23
1814-06-24,1016.8,1017.9,1814_June_24
1814-06-25,1015.5,1012.4,1814_June_25
1814-06-26,1014.4,1016.7,1814_June_26
1814-06-27,1017.3,1012.4,1814_June_27
1814-06-28,1012.2,1010.4,1814_June_28
1814-06-29,1008.5,1010.0,1814_June_29
1814-06-30,1010.2,1011.1,1814_June_30
,9999.9,9999.9,1814_June_31
1814-07-01,1010.9,1009.8,1814_July_1
1814-07-02,1014.1,1013.7,1814_July_2
1814-07-03,1007.6,998.4,1814_July_3
1814-07-04,998.1,997.0,1814_July_4
1814-07-05,998.4,1006.7,1814_July_5
1814-07-06,1007.5,999.5,1814_July_6
1814-07-07,999.1,1008.5,1814_July_7
1814-07-08,1009.4,1013.4,1814_July_8
1814-07-09,1016.1,1015.4,1814_July_9
1814-07-10,1015.9,1011.1,1814_July_10
1814-07-11,1004.6,993.8,1814_July_11
1814-07-12,995.3,1007.8,1814_July_12
1814-07-13,1009.2,1011.2,1814_July_13
1814-07-14,1012.1,1008.4,1814_July_14
1814-07-15,1008.7,1007.3,1814_July_15
1814-07-16,1008.2,1008.9,1814_July_16
1814-07-17,1009.5,1002.2,1814_July_17
1814-07-18,1007.0,1017.4,1814_July_18
1814-07-19,1018.4,1015.7,1814_July_19
1814-07-20,1014.3,1010.9,1814_July_20
1814-07-21,1008.7,1006.4,1814_July_21
1814-07-22,1005.9,1005.4,1814_July_22
1814-07-23,1007.7,1010.8,1814_July_23
1814-07-24,1011.2,1007.0,1814_July_24
1814-07-25,1004.5,1006.5,1814_July_25
1814-07-26,1008.5,1010.6,1814_July_26
1814-07-27,1012.2,1011.8,1814_July_27
1814-07-28,1010.7,1010.0,1814_July_28
1814-07-29,1001.4,1007.3,1814_July_29
1814-07-30,1010.9,1012.9,1814_July_30
1814-07-31,1013.2,1013.2,1814_July_31
1814-08-01,1013.8,1011.9,1814_August_1
1814-08-02,1012.9,1008.5,1814_August_2
1814-08-03,1011.0,1011.2,1814_August_3
1814-08-04,1011.2,1017.6,1814_August_4
1814-08-05,1021.8,1023.7,1814_August_5
1814-08-06,1023.4,1018.3,1814_August_6
1814-08-07,1014.6,1008.7,1814_August_7
1814-08-08,1004.7,991.8,1814_August_8
1814-08-09,999.0,1004.8,1814_August_9
1814-08-10,1007.3,1011.2,1814_August_10
1814-08-11,1010.4,1005.7,1814_August_11
1814-08-12,1004.8,1005.8,1814_August_12
1814-08-13,1007.9,1010.0,1814_August_13
1814-08-14,1013.8,1018.3,1814_August_14
1814-08-15,1018.7,1012.6,1814_August_15
1814-08-16,1010.7,1008.0,1814_August_16
1814-08-17,1004.3,1009.7,1814_August_17
1814-08-18,1011.3,1011.0,1814_August_18
1814-08-19,1010.4,1007.9,1814_August_19
1814-08-20,1007.3,1001.5,1814_August_20
1814-08-21,1003.0,1013.0,1814_August_21
1814-08-22,1016.2,1019.0,1814_August_22
1814-08-23,1020.1,9999.9,1814_August_23
1814-08-24,9999.9,1003.9,1814_August_24
1814-08-25,1003.6,1009.4,1814_August_25
1814-08-26,1015.2,1016.3,1814_August_26
1814-08-27,1018.0,1018.0,1814_August_27
1814-08-28,1008.9,1005.2,1814_August_28
1814-08-29,1011.4,1016.0,1814_August_29
1814-08-30,1016.7,1015.0,1814_August_30
1814-08-31,1018.8,1023.1,1814_August_31
1814-09-01,1020.1,1012.6,1814_September_1
1814-09-02,1010.9,1006.2,1814_September_2
1814-09-03,1001.1,1007.5,1814_September_3
1814-09-04,1009.2,1000.0,1814_September_4
1814-09-05,1009.1,1016.9,1814_September_5
1814-09-06,1019.2,1015.1,1814_September_6
1814-09-07,1012.3,1008.0,1814_September_7
1814-09-08,1002.7,1000.9,1814_September_8
1814-09-09,1006.3,1012.8,1814_September_9
1814-09-10,1015.9,1011.3,1814_September_10
1814-09-11,1009.6,1009.0,1814_September_11
1814-09-12,1010.9,1016.3,1814_September_12
1814-09-13,1018.6,1014.7,1814_September_13
1814-09-14,1008.0,1007.0,1814_September_14
1814-09-15,1008.7,1006.2,1814_September_15
1814-09-16,1008.2,1001.3,1814_September_16
1814-09-17,999.5,998.4,1814_September_17
1814-09-18,996.9,1002.9,1814_September_18
1814-09-19,1006.1,1014.8,1814_September_19
1814-09-20,1015.8,1014.7,1814_September_20
1814-09-21,1017.7,1014.9,1814_September_21
1814-09-22,1012.7,1009.5,1814_September_22
1814-09-23,1006.8,1012.6,1814_September_23
1814-09-24,1016.6,1011.5,1814_September_24
1814-09-25,1003.4,9999.9,1814_September_25
1814-09-26,1006.1,1003.8,1814_September_26
1814-09-27,1008.4,1012.6,1814_September_27
1814-09-28,1014.0,1012.2,1814_September_28
1814-09-29,1013.7,1015.8,1814_September_29
1814-09-30,1019.5,1021.3,1814_September_30
,9999.9,9999.9,1814_September_31
1814-10-01,1020.6,1011.8,1814_October_1
1814-10-02,1007.8,1008.2,1814_October_2
1814-10-03,1011.6,1006.6,1814_October_3
1814-10-04,1010.4,1014.8,1814_October_4
1814-10-05,1017.0,1006.4,1814_October_5
1814-10-06,1011.2,1003.5,1814_October_6
1814-10-07,1005.6,1011.5,1814_October_7
1814-10-08,1015.5,1023.8,1814_October_8
1814-10-09,1027.9,1024.2,1814_October_9
1814-10-10,1024.1,1024.8,1814_October_10
1814-10-11,1026.6,1019.4,1814_October_11
1814-10-12,1014.0,1009.4,1814_October_12
1814-10-13,1012.4,1016.2,1814_October_13
1814-10-14,1016.7,1004.1,1814_October_14
1814-10-15,999.0,997.5,1814_October_15
1814-10-16,1007.6,1017.5,1814_October_16
1814-10-17,1015.5,1006.5,1814_October_17
1814-10-18,1002.1,995.5,1814_October_18
1814-10-19,994.9,996.9,1814_October_19
1814-10-20,993.8,1001.9,1814_October_20
1814-10-21,1003.5,1003.3,1814_October_21
1814-10-22,1007.3,1008.8,1814_October_22
1814-10-23,1008.7,1004.7,1814_October_23
1814-10-24,1006.9,1014.3,1814_October_24
1814-10-25,1019.6,1016.2,1814_October_25
1814-10-26,1017.0,9999.9,1814_October_26
1814-10-27,9999.9,9999.9,1814_October_27
1814-10-28,9999.9,1007.7,1814_October_28
1814-10-29,1007.6,1003.6,1814_October_29
1814-10-30,1000.9,1006.1,1814_October_30
1814-10-31,1013.4,1022.6,1814_October_31
1814-11-01,1028.6,1032.8,1814_November_1
1814-11-02,1034.4,1028.8,1814_November_2
1814-11-03,1024.6,1017.2,1814_November_3
1814-11-04,1017.7,1016.8,1814_November_4
1814-11-05,1016.7,1013.6,1814_November_5
1814-11-06,1013.3,1006.7,1814_November_6
1814-11-07,999.7,995.9,1814_November_7
1814-11-08,1003.6,1018.7,1814_November_8
1814-11-09,1024.9,1022.5,1814_November_9
1814-11-10,1018.8,1014.3,1814_November_10
1814-11-11,1019.3,1019.7,1814_November_11
1814-11-12,1021.3,1023.2,1814_November_12
1814-11-13,1020.9,1013.7,1814_November_13
1814-11-14,1007.9,1016.6,1814_November_14
1814-11-15,1026.3,1031.6,1814_November_15
1814-11-16,1033.1,1029.3,1814_November_16
1814-11-17,1025.5,1016.2,1814_November_17
1814-11-18,1009.8,1001.4,1814_November_18
1814-11-19,997.5,994.5,1814_November_19
1814-11-20,1000.7,1009.0,1814_November_20
1814-11-21,1014.9,1017.8,1814_November_21
1814-11-22,1019.0,1012.4,1814_November_22
1814-11-23,1013.0,998.6,1814_November_23
1814-11-24,1006.1,1015.0,1814_November_24
1814-11-25,1015.8,1016.1,1814_November_25
1814-11-26,1020.7,1021.1,1814_November_26
1814-11-27,1018.1,1010.4,1814_November_27
1814-11-28,1017.8,1028.6,1814_November_28
1814-11-29,1030.5,1020.9,1814_November_29
1814-11-30,1015.0,1007.8,1814_November_30
,9999.9,9999.9,1814_November_31
1814-12-01,1006.7,1014.1,1814_December_1
1814-12-02,1015.5,1021.2,1814_December_2
1814-12-03,1026.7,1025.8,1814_December_3
1814-12-04,1013.8,1004.2,1814_December_4
1814-12-05,1008.9,1014.2,1814_December_5
1814-12-06,1012.0,1008.5,1814_December_6
1814-12-07,1009.8,1008.9,1814_December_7
1814-12-08,1006.4,1003.7,1814_December_8
1814-12-09,1005.5,1008.7,1814_December_9
1814-12-10,1010.5,1009.5,1814_December_10
1814-12-11,1004.6,999.8,1814_December_11
1814-12-12,1000.2,997.7,1814_December_12
1814-12-13,998.2,1001.2,1814_December_13
1814-12-14,1003.3,1006.2,1814_December_14
1814-12-15,1010.1,1019.6,1814_December_15
1814-12-16,1016.9,996.8,1814_December_16
1814-12-17,1003.9,1006.2,1814_December_17
1814-12-18,1010.6,1006.5,1814_December_18
1814-12-19,1003.4,1004.3,1814_December_19
1814-12-20,1010.1,1012.9,1814_December_20
1814-12-21,1010.1,1013.2,1814_December_21
1814-12-22,1012.9,1002.5,1814_December_22
1814-12-23,999.0,1002.0,1814_December_23
1814-12-24,1002.5,1007.8,1814_December_24
1814-12-25,1016.9,1022.7,1814_December_25
1814-12-26,1019.5,9999.9,1814_December_26
1814-12-27,1000.6,1003.8,1814_December_27
1814-12-28,1001.6,1013.2,1814_December_28
1814-12-29,1011.8,1002.6,1814_December_29
1814-12-30,1001.7,997.5,1814_December_30
1814-12-31,1003.9,1007.0,1814_December_31
1815-01-01,1001.5,1001.3,1815_January_1
1815-01-02,1004.5,1001.2,1815_January_2
1815-01-03,1004.1,990.2,1815_January_3
1815-01-04,1002.7,1020.1,1815_January_4
1815-01-05,1022.2,1014.8,1815_January_5
1815-01-06,1014.7,1025.7,1815_January_6
1815-01-07,1031.5,1027.3,1815_January_7
1815-01-08,1023.6,1018.3,1815_January_8
1815-01-09,1016.0,1019.4,1815_January_9
1815-01-10,1021.1,1013.3,1815_January_10
1815-01-11,1000.8,1003.0,1815_January_11
1815-01-12,1014.8,993.5,1815_January_12
1815-01-13,995.4,1018.9,1815_January_13
1815-01-14,1015.3,1016.3,1815_January_14
1815-01-15,1020.1,1020.4,1815_January_15
1815-01-16,1020.7,1019.3,1815_January_16
1815-01-17,1017.7,1014.4,1815_January_17
1815-01-18,1018.8,1021.4,1815_January_18
1815-01-19,1023.2,1004.8,1815_January_19
1815-01-20,1007.7,1008.0,1815_January_20
1815-01-21,1013.7,1014.6,1815_January_21
1815-01-22,1009.8,989.9,1815_January_22
1815-01-23,987.4,995.6,1815_January_23
1815-01-24,1000.9,1006.9,1815_January_24
1815-01-25,1005.7,1000.8,1815_January_25
1815-01-26,1000.2,1009.3,1815_January_26
1815-01-27,1013.8,1006.4,1815_January_27
1815-01-28,1004.0,1009.3,1815_January_28
1815-01-29,1011.9,1013.5,1815_January_29
1815-01-30,1008.6,1003.6,1815_January_30
1815-01-31,1007.6,1009.5,1815_January_31
1815-02-01,1012.5,1016.5,1815_February_1
1815-02-02,1012.3,1017.0,1815_February_2
1815-02-03,1015.0,1005.0,1815_February_3
1815-02-04,1008.6,1002.2,1815_February_4
1815-02-05,1007.2,1010.8,1815_February_5
1815-02-06,1010.3,1011.9,1815_February_6
1815-02-07,1016.4,1012.5,1815_February_7
1815-02-08,1009.2,1005.4,1815_February_8
1815-02-09,1005.3,1004.1,1815_February_9
1815-02-10,1009.8,1011.7,1815_February_10
1815-02-11,1013.2,1011.8,1815_February_11
1815-02-12,1005.8,1005.8,1815_February_12
1815-02-13,1011.9,1016.3,1815_February_13
1815-02-14,1016.9,1003.5,1815_February_14
1815-02-15,1003.3,1009.1,1815_February_15
1815-02-16,1007.3,1008.2,1815_February_16
1815-02-17,1017.0,1010.1,1815_February_17
1815-02-18,1004.3,1006.2,1815_February_18
1815-02-19,1013.5,1016.1,1815_February_19
1815-02-20,1017.8,1002.8,1815_February_20
1815-02-21,998.6,1001.5,1815_February_21
1815-02-22,1014.6,1022.8,1815_February_22
1815-02-23,1028.7,1032.7,1815_February_23
1815-02-24,1034.6,1022.0,1815_February_24
1815-02-25,1018.1,1005.6,1815_February_25
1815-02-26,1011.9,1021.8,1815_February_26
1815-02-27,1023.8,1010.2,1815_February_27
1815-02-28,1009.2,1002.9,1815_February_28
,9999.9,9999.9,1815_February_29
,9999.9,9999.9,1815_February_30
,9999.9,9999.9,1815_February_31
1815-03-01,1009.0,1013.3,1815_March_1
1815-03-02,1017.5,1015.6,1815_March_2
1815-03-03,1016.2,1014.2,1815_March_3
1815-03-04,1014.2,1008.1,1815_March_4
1815-03-05,1008.1,1001.7,1815_March_5
1815-03-06,1010.6,1017.9,1815_March_6
1815-03-07,1020.3,1024.6,1815_March_7
1815-03-08,1029.3,1028.6,1815_March_8
1815-03-09,1026.0,1021.7,1815_March_9
1815-03-10,1023.8,1019.7,1815_March_10
1815-03-11,1022.1,1012.3,1815_March_11
1815-03-12,1016.6,1015.5,1815_March_12
1815-03-13,1016.0,1010.8,1815_March_13
1815-03-14,1017.7,1006.7,1815_March_14
1815-03-15,991.5,995.7,1815_March_15
1815-03-16,1005.4,1018.1,1815_March_16
1815-03-17,1019.1,994.1,1815_March_17
1815-03-18,997.4,1008.0,1815_March_18
1815-03-19,1009.4,1014.8,1815_March_19
1815-03-20,1013.5,1022.5,1815_March_20
1815-03-21,1023.8,1025.2,1815_March_21
1815-03-22,1029.7,1024.9,1815_March_22
1815-03-23,1019.1,1013.9,1815_March_23
1815-03-24,1010.7,1003.3,1815_March_24
1815-03-25,1010.9,1024.0,1815_March_25
1815-03-26,1032.3,1028.0,1815_March_26
1815-03-27,1017.8,1003.8,1815_March_27
1815-03-28,1010.1,1024.7,1815_March_28
1815-03-29,1028.6,1019.1,1815_March_29
1815-03-30,1010.3,1004.5,1815_March_30
1815-03-31,995.7,987.8,1815_March_31
1815-04-01,1001.1,1014.2,1815_April_1
1815-04-02,1012.0,1010.4,1815_April_2
1815-04-03,1016.3,1020.4,1815_April_3
1815-04-04,1018.4,1003.8,1815_April_4
1815-04-05,999.9,1016.7,1815_April_5
1815-04-06,1020.5,1020.4,1815_April_6
1815-04-07,1021.4,1016.7,1815_April_7
1815-04-08,1011.2,1014.5,1815_April_8
1815-04-09,1020.7,1020.4,1815_April_9
1815-04-10,1018.3,1009.9,1815_April_10
1815-04-11,1000.8,999.3,1815_April_11
1815-04-12,1008.7,1013.3,1815_April_12
1815-04-13,1010.9,1008.5,1815_April_13
1815-04-14,1006.8,1008.7,1815_April_14
1815-04-15,1014.2,1006.9,1815_April_15
1815-04-16,1001.2,1003.4,1815_April_16
1815-04-17,1007.6,1011.2,1815_April_17
1815-04-18,1011.4,1011.0,1815_April_18
1815-04-19,1006.6,1000.6,1815_April_19
1815-04-20,1005.6,1011.9,1815_April_20
1815-04-21,1013.8,1013.5,1815_April_21
1815-04-22,1008.5,992.8,1815_April_22
1815-04-23,989.9,1001.1,1815_April_23
1815-04-24,1008.3,1023.7,1815_April_24
1815-04-25,1028.6,1022.6,1815_April_25
1815-04-26,1019.2,1012.3,1815_April_26
1815-04-27,1012.0,1012.9,1815_April_27
1815-04-28,1017.6,1014.6,1815_April_28
1815-04-29,1011.0,1005.9,1815_April_29
1815-04-30,1005.2,1010.5,1815_April_30
,9999.9,9999.9,1815_April_31
1815-05-01,1013.6,1013.4,1815_May_1
1815-05-02,1013.4,1006.6,1815_May_2
1815-05-03,1003.6,1007.3,1815_May_3
1815-05-04,1007.2,1010.3,1815_May_4
1815-05-05,1013.0,1015.0,1815_May_5
1815-05-06,1015.3,1014.2,1815_May_6
1815-05-07,1013.9,1013.6,1815_May_7
1815-05-08,1013.3,1012.2,1815_May_8
1815-05-09,1009.9,1005.6,1815_May_9
1815-05-10,1004.5,1010.1,1815_May_10
1815-05-11,1011.6,1010.4,1815_May_11
1815-05-12,1010.4,998.1,1815_May_12
1815-05-13,1000.2,1006.2,1815_May_13
1815-05-14,1008.0,1013.1,1815_May_14
1815-05-15,1007.5,1014.0,1815_May_15
1815-05-16,1016.5,1012.1,1815_May_16
1815-05-17,1010.2,1000.8,1815_May_17
1815-05-18,1004.5,1010.1,1815_May_18
1815-05-19,1012.4,1001.4,1815_May_19
1815-05-20,1003.4,1009.8,1815_May_20
1815-05-21,1012.5,1013.3,1815_May_21
1815-05-22,1015.3,1014.1,1815_May_22
1815-05-23,1014.1,1011.0,1815_May_23
1815-05-24,1008.2,1007.1,1815_May_24
1815-05-25,1007.4,1008.5,1815_May_25
1815-05-26,1012.7,1014.0,1815_May_26
1815-05-27,1014.3,1005.7,1815_May_27
1815-05-28,1008.7,9999.9,1815_May_28
1815-05-29,999.4,9999.9,1815_May_29
1815-05-30,9999.9,9999.9,1815_May_30
1815-05-31,9999.9,1016.6,1815_May_31
1815-06-01,1016.3,1014.0,1815_June_1
1815-06-02,1010.0,1005.7,1815_June_2
1815-06-03,1002.5,1004.7,1815_June_3
1815-06-04,1009.7,1009.4,1815_June_4
1815-06-05,1010.1,1009.1,1815_June_5
1815-06-06,1004.6,1002.0,1815_June_6
1815-06-07,1002.1,999.9,1815_June_7
1815-06-08,999.1,999.0,1815_June_8
1815-06-09,1000.0,1006.4,1815_June_9
1815-06-10,1009.3,1013.7,1815_June_10
1815-06-11,1015.7,1014.9,1815_June_11
1815-06-12,1015.2,1013.6,1815_June_12
1815-06-13,1011.6,1004.6,1815_June_13
1815-06-14,1012.7,1012.8,1815_June_14
1815-06-15,1016.2,1010.4,1815_June_15
1815-06-16,1005.1,997.8,1815_June_16
1815-06-17,999.4,9999.9,1815_June_17
1815-06-18,9999.9,1015.9,1815_June_18
1815-06-19,1016.3,1000.9,1815_June_19
1815-06-20,998.5,1002.4,1815_June_20
1815-06-21,1007.0,1007.3,1815_June_21
1815-06-22,1003.0,999.7,1815_June_22
1815-06-23,1000.6,1004.8,1815_June_23
1815-06-24,1006.2,1012.0,1815_June_24
1815-06-25,1012.9,1011.1,1815_June_25
1815-06-26,1008.8,1008.3,1815_June_26
1815-06-27,1007.0,1005.3,1815_June_27
1815-06-28,1007.4,1007.2,1815_June_28
1815-06-29,1008.1,1010.5,1815_June_29
1815-06-30,1015.0,1012.2,1815_June_30
,9999.9,9999.9,1815_June_31
1815-07-01,1009.0,999.7,1815_July_1
1815-07-02,999.9,1001.0,1815_July_2
1815-07-03,9999.9,9999.9,1815_July_3
1815-07-04,1008.2,1014.0,1815_July_4
1815-07-05,1017.6,1017.7,1815_July_5
1815-07-06,1019.2,1018.1,1815_July_6
1815-07-07,1018.0,1015.1,1815_July_7
1815-07-08,1015.1,1011.4,1815_July_8
1815-07-09,1007.9,1007.0,1815_July_9
1815-07-10,1009.1,1008.3,1815_July_10
1815-07-11,1007.7,1012.8,1815_July_11
1815-07-12,1014.6,1013.5,1815_July_12
1815-07-13,1014.4,1013.0,1815_July_13
1815-07-14,1014.1,1017.2,1815_July_14
1815-07-15,1015.6,1012.6,1815_July_15
1815-07-16,1010.7,1006.2,1815_July_16
1815-07-17,1006.6,1006.6,1815_July_17
1815-07-18,1012.3,1014.5,1815_July_18
1815-07-19,1016.7,1016.4,1815_July_19
1815-07-20,1016.8,1014.5,1815_July_20
1815-07-21,1014.9,1017.3,1815_July_21
1815-07-22,1017.3,1009.7,1815_July_22
1815-07-23,1007.7,1010.9,1815_July_23
1815-07-24,1010.7,1001.4,1815_July_24
1815-07-25,999.7,1004.9,1815_July_25
1815-07-26,1009.4,1014.0,1815_July_26
1815-07-27,1015.6,1017.1,1815_July_27
1815-07-28,1017.2,1011.3,1815_July_28
1815-07-29,1009.1,1012.6,1815_July_29
1815-07-30,1013.8,1012.9,1815_July_30
1815-07-31,1010.7,1003.1,1815_July_31
1815-08-01,1002.4,1006.9,1815_August_1
1815-08-02,1006.7,9999.9,1815_August_2
1815-08-03,1006.8,1008.3,1815_August_3
1815-08-04,1008.6,1005.6,1815_August_4
1815-08-05,1001.5,997.7,1815_August_5
1815-08-06,999.6,1008.3,1815_August_6
1815-08-07,1012.3,1011.8,1815_August_7
1815-08-08,1014.4,1016.5,1815_August_8
1815-08-09,1015.8,1013.2,1815_August_9
1815-08-10,1012.6,1009.2,1815_August_10
1815-08-11,1008.1,1010.8,1815_August_11
1815-08-12,1012.4,1013.0,1815_August_12
1815-08-13,1008.7,1008.7,1815_August_13
1815-08-14,1008.1,1007.4,1815_August_14
1815-08-15,1009.6,1010.8,1815_August_15
1815-08-16,1010.7,1005.1,1815_August_16
1815-08-17,1007.7,1014.6,1815_August_17
1815-08-18,1017.7,1015.5,1815_August_18
1815-08-19,1012.6,1009.9,1815_August_19
1815-08-20,1007.7,1007.8,1815_August_20
1815-08-21,1007.2,1009.6,1815_August_21
1815-08-22,1009.4,1011.5,1815_August_22
1815-08-23,1012.4,1015.0,1815_August_23
1815-08-24,1014.5,1011.9,1815_August_24
1815-08-25,1009.5,1011.2,1815_August_25
1815-08-26,1010.8,1010.7,1815_August_26
1815-08-27,1011.5,1013.3,1815_August_27
1815-08-28,1016.3,1018.5,1815_August_28
1815-08-29,1019.4,1017.4,1815_August_29
1815-08-30,1015.6,1010.5,1815_August_30
1815-08-31,1010.0,1009.0,1815_August_31
1815-09-01,1013.3,1016.2,1815_September_1
1815-09-02,1015.7,1011.4,1815_September_2
1815-09-03,1011.3,1015.8,1815_September_3
1815-09-04,9999.9,9999.9,1815_September_4
1815-09-05,9999.9,9999.9,1815_September_5
1815-09-06,1002.5,1002.5,1815_September_6
1815-09-07,1008.1,1011.4,1815_September_7
1815-09-08,1016.1,1018.0,1815_September_8
1815-09-09,1021.3,1016.1,1815_September_9
1815-09-10,1014.2,1010.4,1815_September_10
1815-09-11,1010.9,1013.6,1815_September_11
1815-09-12,1014.1,1014.3,1815_September_12
1815-09-13,1012.5,1009.3,1815_September_13
1815-09-14,1010.7,1003.3,1815_September_14
1815-09-15,1005.5,1007.7,1815_September_15
1815-09-16,1005.9,1002.0,1815_September_16
1815-09-17,1001.3,1003.7,1815_September_17
1815-09-18,1001.2,1012.3,1815_September_18
1815-09-19,1015.4,1019.6,1815_September_19
1815-09-20,1022.8,1022.9,1815_September_20
1815-09-21,1022.7,1023.8,1815_September_21
1815-09-22,1024.7,1020.7,1815_September_22
1815-09-23,1007.0,1005.7,1815_September_23
1815-09-24,1009.8,1012.9,1815_September_24
1815-09-25,1016.3,1015.7,1815_September_25
1815-09-26,1015.5,1011.5,1815_September_26
1815-09-27,1012.9,1018.5,1815_September_27
1815-09-28,1021.2,1016.4,1815_September_28
1815-09-29,1016.0,1011.0,1815_September_29
1815-09-30,1011.9,1008.2,1815_September_30
,9999.9,9999.9,1815_September_31
1815-10-01,1007.2,1008.2,1815_October_1
1815-10-02,1012.8,1019.0,1815_October_2
1815-10-03,1020.0,1019.5,1815_October_3
1815-10-04,1019.7,9999.9,1815_October_4
1815-10-05,9999.9,9999.9,1815_October_5
1815-10-06,9999.9,1016.0,1815_October_6
1815-10-07,1021.1,1017.4,1815_October_7
1815-10-08,1012.7,1002.7,1815_October_8
1815-10-09,1000.3,1005.8,1815_October_9
1815-10-10,1009.2,1002.4,1815_October_10
1815-10-11,1006.6,1012.5,1815_October_11
1815-10-12,1007.6,1014.9,1815_October_12
1815-10-13,1019.7,1020.1,1815_October_13
1815-10-14,1022.6,1016.2,1815_October_14
1815-10-15,1016.4,1017.0,1815_October_15
1815-10-16,1017.9,1015.3,1815_October_16
1815-10-17,1014.5,1013.6,1815_October_17
1815-10-18,1015.2,1017.2,1815_October_18
1815-10-19,1020.0,1020.3,1815_October_19
1815-10-20,1021.0,1019.2,1815_October_20
1815-10-21,1020.2,1017.0,1815_October_21
1815-10-22,1016.1,1009.2,1815_October_22
1815-10-23,1012.0,1007.5,1815_October_23
1815-10-24,999.7,995.3,1815_October_24
1815-10-25,1000.7,1007.4,1815_October_25
1815-10-26,1007.3,994.6,1815_October_26
1815-10-27,987.8,996.7,1815_October_27
1815-10-28,1001.7,1011.2,1815_October_28
1815-10-29,1016.7,1015.7,1815_October_29
1815-10-30,1011.2,1016.7,1815_October_30
1815-10-31,1022.5,1022.3,1815_October_31
1815-11-01,1022.1,1020.8,1815_November_1
1815-11-02,1020.2,1012.3,1815_November_2
1815-11-03,1012.9,1020.1,1815_November_3
1815-11-04,1023.7,1022.7,1815_November_4
