,81201 Paramaribo,luchtdruk (in mm Hg),luchtdruk (in mm Hg),luchtdruk (in mm Hg),luchtdruk (in mbar),luchtdruk (in mbar),luchtdruk (in mbar),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PT 8,PT 14,PT 18,PP 8,PP 14,PP 18,TT 8,TT 14,TT 18,Max,Min,dampdruk 8,dampdruk 14,dampdruk 18,RH 8,RH 14,RH 18,DD 8,FF 8,DD 14,FF 14,DD 18,FF 18,8,14,18,Rd 8,Rd 8.1,Unnamed: 29_level_1
229,19500811.0,,,,140.0,134.0,116.0,256.0,331.0,289.0,308.0,241.0,210.0,179.0,222.0,86.0,48.0,75.0,ESE,1.0,SE,2.0,NE,2.0,1.0,1.0,4.0,28.0,,
230,19500812.0,,,,146.0,136.0,126.0,264.0,293.0,251.0,332.0,248.0,219.0,236.0,211.0,85.0,78.0,89.0,E,2.0,E,0.0,E,0.0,6.0,9.0,9.0,0.0,,
231,19500813.0,,,,136.0,131.0,112.0,250.0,259.0,261.0,304.0,234.0,218.0,214.0,217.0,93.0,86.0,86.0,E,0.0,NE,2.0,E,0.0,7.0,9.0,6.0,276.0,,
232,19500814.0,,,,134.0,136.0,115.0,263.0,241.0,260.0,302.0,247.0,212.0,208.0,213.0,83.0,93.0,85.0,E,0.0,E,1.0,E,0.0,6.0,10.0,8.0,50.0,,
233,19500815.0,,,,142.0,134.0,116.0,254.0,309.0,256.0,298.0,239.0,204.0,213.0,218.0,85.0,64.0,90.0,E,0.0,SE,2.0,E,0.0,6.0,9.0,8.0,406.0,,
234,19500816.0,,,,146.0,135.0,130.0,257.0,307.0,262.0,318.0,238.0,207.0,238.0,206.0,85.0,72.0,82.0,E,0.0,E,0.0,SE,2.0,7.0,7.0,8.0,38.0,,
235,19500817.0,,,,147.0,138.0,118.0,254.0,305.0,279.0,316.0,236.0,204.0,214.0,220.0,85.0,66.0,79.0,S,1.0,E,1.0,E,0.0,9.0,8.0,6.0,41.0,,
236,19500818.0,,,,146.0,136.0,124.0,241.0,317.0,265.0,312.0,235.0,200.0,214.0,220.0,90.0,62.0,85.0,E,0.0,SSW,2.0,E,0.0,6.0,8.0,8.0,229.0,,
237,19500819.0,,,,152.0,143.0,124.0,256.0,320.0,293.0,318.0,238.0,202.0,217.0,219.0,83.0,61.0,72.0,E,0.0,SSW,2.0,NE,3.0,2.0,4.0,4.0,82.0,,
238,19500820.0,,,,143.0,127.0,116.0,265.0,324.0,289.0,323.0,239.0,208.0,188.0,220.0,81.0,52.0,74.0,ESE,2.0,E,1.0,NE,2.0,3.0,5.0,3.0,0.0,,
239,19500821.0,,,,135.0,123.0,111.0,262.0,292.0,267.0,324.0,248.0,210.0,230.0,221.0,83.0,76.0,85.0,E,2.0,E,0.0,E,0.0,8.0,9.0,8.0,0.0,,
240,19500822.0,,,,143.0,131.0,128.0,247.0,305.0,233.0,295.0,237.0,214.0,216.0,192.0,92.0,66.0,90.0,E,0.0,WSW,2.0,E,2.0,9.0,7.0,9.0,0.0,,
241,19500823.0,,,,146.0,134.0,123.0,255.0,312.0,267.0,314.0,230.0,207.0,232.0,219.0,85.0,69.0,84.0,SE,2.0,NW,1.0,E,0.0,2.0,7.0,5.0,50.0,,
242,19500824.0,,,,135.0,123.0,104.0,258.0,308.0,282.0,318.0,230.0,190.0,224.0,210.0,77.0,68.0,73.0,E,0.0,NE,2.0,E,0.0,1.0,6.0,8.0,0.0,,
243,19500825.0,,,,130.0,115.0,96.0,260.0,326.0,289.0,315.0,233.0,208.0,209.0,220.0,83.0,57.0,74.0,E,0.0,SE,2.0,E,0.0,1.0,4.0,4.0,0.0,,
244,19500826.0,,,,136.0,132.0,122.0,260.0,277.0,256.0,332.0,240.0,209.0,231.0,220.0,84.0,84.0,90.0,SE,2.0,SW,3.0,E,0.0,7.0,9.0,9.0,0.0,,
245,19500827.0,,,,151.0,136.0,126.0,243.0,312.0,284.0,325.0,235.0,205.0,197.0,225.0,91.0,58.0,78.0,E,0.0,E,0.0,E,0.0,8.0,5.0,3.0,34.0,,
246,19500828.0,,,,144.0,139.0,127.0,267.0,331.0,291.0,319.0,243.0,190.0,208.0,214.0,73.0,55.0,71.0,ESE,3.0,E,0.0,NE,2.0,1.0,7.0,3.0,0.0,,
247,19500829.0,,,,147.0,140.0,127.0,254.0,312.0,273.0,335.0,241.0,206.0,208.0,205.0,85.0,68.0,76.0,E,1.0,E,0.0,E,0.0,3.0,9.0,3.0,0.0,,
248,19500830.0,,,,146.0,142.0,128.0,260.0,339.0,288.0,322.0,241.0,204.0,209.0,220.0,82.0,53.0,75.0,SE,2.0,SW,1.0,E,2.0,1.0,5.0,4.0,2.0,,
249,19500831.0,,,,158.0,147.0,126.0,262.0,333.0,235.0,339.0,241.0,206.0,200.0,197.0,82.0,53.0,91.0,ESE,3.0,SSW,1.0,E,0.0,5.0,7.0,7.0,0.0,,
250,,,,,1014.6548387096774,1013.7903225806451,1012.516129032258,25.483870967741936,30.31612903225807,26.874193548387098,31.406451612903226,23.754838709677422,20.648387096774194,21.374193548387098,21.412903225806453,85.3225806451613,67.54838709677419,81.54838709677419,,0.8387096774193549,,1.2903225806451613,,0.4838709677419355,4.516129032258065,7.258064516129032,5.967741935483871,193.9,,
251,19500901.0,,,,155.0,142.0,127.0,253.0,326.0,281.0,338.0,231.0,204.0,213.0,206.0,85.0,58.0,73.0,SE,1.0,SE,2.0,NE,2.0,3.0,4.0,2.0,95.0,,
252,19500902.0,,,,130.0,132.0,120.0,259.0,334.0,288.0,330.0,236.0,201.0,202.0,206.0,81.0,53.0,69.0,SE,2.0,NW,1.0,NE,2.0,1.0,6.0,1.0,0.0,,
253,19500903.0,,,,154.0,139.0,134.0,266.0,332.0,287.0,338.0,239.0,206.0,189.0,235.0,80.0,50.0,80.0,ESE,3.0,E,0.0,NE,2.0,1.0,9.0,2.0,0.0,,
254,19500904.0,,,,144.0,142.0,131.0,268.0,336.0,288.0,336.0,244.0,205.0,211.0,206.0,78.0,54.0,69.0,SE,3.0,E,3.0,ENE,2.0,2.0,8.0,6.0,2.0,,
255,19500905.0,,,,148.0,139.0,126.0,260.0,331.0,284.0,338.0,237.0,206.0,191.0,201.0,82.0,51.0,69.0,SE,2.0,ESE,2.0,ENE,3.0,3.0,7.0,9.0,0.0,,
256,19500906.0,,,,150.0,143.0,124.0,263.0,297.0,282.0,344.0,241.0,219.0,239.0,218.0,86.0,77.0,77.0,E,2.0,NE,3.0,E,0.0,3.0,9.0,5.0,0.0,,
257,19500907.0,,,,155.0,147.0,127.0,262.0,325.0,283.0,317.0,244.0,210.0,220.0,217.0,83.0,61.0,76.0,ESE,2.0,SW,2.0,NE,2.0,3.0,8.0,5.0,21.0,,
258,19500908.0,,,,151.0,135.0,119.0,260.0,331.0,293.0,330.0,240.0,202.0,221.0,225.0,81.0,59.0,74.0,SE,3.0,SE,2.0,NE,2.0,4.0,5.0,2.0,0.0,,
259,19500909.0,,,,147.0,138.0,122.0,264.0,337.0,295.0,337.0,241.0,192.0,190.0,218.0,75.0,49.0,70.0,SE,2.0,SW,2.0,NE,2.0,1.0,4.0,3.0,0.0,,
260,19500910.0,,,,151.0,130.0,123.0,260.0,347.0,297.0,340.0,238.0,194.0,166.0,217.0,78.0,41.0,69.0,SE,2.0,SE,2.0,NE,2.0,1.0,2.0,2.0,0.0,,
261,19500911.0,,,,152.0,139.0,127.0,267.0,341.0,283.0,348.0,246.0,205.0,219.0,197.0,79.0,55.0,69.0,ESE,3.0,E,2.0,ENE,3.0,2.0,9.0,4.0,0.0,,
262,19500912.0,,,,159.0,148.0,138.0,259.0,336.0,283.0,343.0,232.0,201.0,201.0,195.0,81.0,52.0,69.0,E,1.0,E,2.0,ENE,3.0,1.0,7.0,3.0,0.0,,
263,19500913.0,,,,166.0,150.0,148.0,261.0,327.0,248.0,339.0,245.0,209.0,225.0,209.0,83.0,61.0,90.0,ESE,1.0,ESE,1.0,E,0.0,4.0,6.0,3.0,0.0,,
264,19500914.0,,,,167.0,152.0,143.0,258.0,317.0,287.0,339.0,245.0,223.0,208.0,233.0,90.0,60.0,80.0,SE,2.0,SE,1.0,NNE,1.0,9.0,9.0,5.0,136.0,,
265,19500915.0,,,,176.0,154.0,140.0,260.0,333.0,282.0,323.0,245.0,209.0,182.0,206.0,84.0,48.0,72.0,ESE,2.0,SE,3.0,NE,2.0,3.0,4.0,2.0,0.0,,
266,19500916.0,,,,166.0,150.0,135.0,262.0,337.0,288.0,336.0,248.0,216.0,194.0,202.0,85.0,50.0,68.0,SE,2.0,ESE,3.0,ENE,3.0,6.0,5.0,3.0,0.0,,
267,19500917.0,,,,171.0,148.0,146.0,254.0,333.0,272.0,339.0,239.0,209.0,182.0,216.0,87.0,48.0,80.0,SE,2.0,SE,2.0,E,2.0,7.0,6.0,6.0,0.0,,
268,19500918.0,,,,167.0,146.0,135.0,260.0,311.0,279.0,336.0,249.0,221.0,227.0,208.0,89.0,68.0,74.0,ESE,1.0,NNE,3.0,NE,2.0,9.0,7.0,4.0,52.0,,
269,19500919.0,,,,156.0,143.0,131.0,257.0,327.0,284.0,324.0,246.0,213.0,221.0,206.0,87.0,60.0,72.0,SE,2.0,ENE,2.0,ENE,2.0,5.0,9.0,2.0,0.0,,
270,19500920.0,,,,151.0,139.0,131.0,265.0,330.0,284.0,332.0,240.0,216.0,221.0,219.0,84.0,59.0,76.0,SE,2.0,NE,3.0,NE,2.0,3.0,6.0,2.0,0.0,,
271,19500921.0,,,,154.0,143.0,136.0,270.0,329.0,285.0,330.0,245.0,205.0,231.0,214.0,77.0,62.0,74.0,E,2.0,NNE,2.0,NE,2.0,2.0,7.0,2.0,0.0,,
272,19500922.0,,,,147.0,146.0,134.0,275.0,278.0,279.0,338.0,248.0,222.0,224.0,214.0,81.0,80.0,77.0,SE,2.0,ENE,1.0,ENE,1.0,2.0,8.0,8.0,0.0,,
273,19500923.0,,,,160.0,142.0,127.0,252.0,330.0,281.0,331.0,237.0,214.0,219.0,214.0,90.0,59.0,76.0,SE,3.0,NNE,3.0,NE,2.0,9.0,1.0,2.0,0.0,,
274,19500924.0,,,,152.0,132.0,122.0,259.0,311.0,281.0,335.0,247.0,222.0,208.0,214.0,90.0,62.0,76.0,SE,3.0,ENE,3.0,NE,2.0,8.0,5.0,4.0,0.0,,
275,19500925.0,,,,146.0,144.0,127.0,270.0,310.0,240.0,328.0,242.0,213.0,219.0,190.0,80.0,65.0,86.0,E,3.0,NNE,2.0,E,0.0,3.0,6.0,5.0,41.0,,
276,19500926.0,,,,146.0,131.0,106.0,261.0,329.0,284.0,323.0,240.0,209.0,199.0,214.0,83.0,54.0,75.0,E,2.0,SE,2.0,NE,2.0,6.0,7.0,3.0,24.0,,
277,19500927.0,,,,146.0,131.0,123.0,261.0,335.0,281.0,334.0,237.0,199.0,208.0,195.0,79.0,54.0,69.0,E,2.0,NE,3.0,ENE,2.0,2.0,7.0,2.0,0.0,,
278,19500928.0,,,,147.0,134.0,132.0,263.0,332.0,282.0,338.0,235.0,210.0,218.0,204.0,82.0,58.0,71.0,E,3.0,ENE,3.0,NE,3.0,4.0,7.0,7.0,0.0,,
279,19500929.0,,,,151.0,152.0,139.0,275.0,237.0,247.0,341.0,246.0,222.0,210.0,217.0,81.0,96.0,94.0,E,2.0,NE,1.0,E,0.0,3.0,10.0,9.0,0.0,,
280,19500930.0,,,,159.0,140.0,128.0,254.0,316.0,277.0,315.0,232.0,213.0,219.0,207.0,89.0,63.0,75.0,SE,1.0,E,1.0,NE,2.0,9.0,7.0,1.0,485.0,,
281,,,,,1015.4133333333333,1014.17,1013.0033333333333,26.193333333333335,32.31666666666667,28.01666666666667,33.4,24.116666666666667,20.966666666666665,20.923333333333332,21.076666666666668,83.0,58.9,74.96666666666667,,2.1,,2.066666666666667,,1.8333333333333333,3.966666666666667,6.5,3.8,85.6,,
282,19501001.0,,,,160.0,139.0,134.0,252.0,331.0,279.0,320.0,230.0,201.0,185.0,202.0,84.0,49.0,72.0,SE,2.0,E,2.0,NE,2.0,3.0,4.0,2.0,0.0,,
283,19501002.0,,,,179.0,162.0,151.0,260.0,322.0,277.0,332.0,239.0,211.0,235.0,201.0,85.0,66.0,73.0,ESE,2.0,ENE,3.0,ENE,2.0,4.0,7.0,1.0,0.0,,
284,19501003.0,,,,172.0,154.0,142.0,265.0,322.0,277.0,335.0,244.0,216.0,199.0,203.0,84.0,55.0,74.0,E,1.0,ENE,2.0,ENE,1.0,2.0,5.0,1.0,0.0,,
285,19501004.0,,,,160.0,139.0,128.0,263.0,319.0,284.0,329.0,230.0,217.0,230.0,214.0,85.0,66.0,75.0,ESE,1.0,N,2.0,ENE,2.0,1.0,3.0,4.0,0.0,,
286,19501005.0,,,,152.0,139.0,130.0,266.0,317.0,278.0,332.0,243.0,222.0,198.0,208.0,85.0,57.0,75.0,SE,2.0,NE,4.0,NE,1.0,5.0,2.0,4.0,0.0,,
287,19501006.0,,,,142.0,123.0,114.0,260.0,328.0,277.0,327.0,235.0,209.0,208.0,201.0,84.0,56.0,73.0,E,2.0,NE,3.0,ENE,3.0,4.0,7.0,3.0,0.0,,
288,19501007.0,,,,131.0,110.0,112.0,261.0,325.0,275.0,334.0,238.0,215.0,229.0,226.0,85.0,63.0,83.0,SE,1.0,N,2.0,E,0.0,5.0,7.0,7.0,0.0,,
289,19501008.0,,,,124.0,118.0,120.0,263.0,322.0,281.0,329.0,240.0,190.0,222.0,216.0,75.0,62.0,77.0,SE,2.0,E,1.0,ENE,1.0,3.0,3.0,4.0,0.0,,
290,19501009.0,,,,152.0,135.0,120.0,270.0,324.0,278.0,337.0,239.0,201.0,227.0,212.0,76.0,63.0,77.0,SE,2.0,NE,1.0,ENE,2.0,1.0,6.0,3.0,0.0,,
291,19501010.0,,,,142.0,120.0,107.0,255.0,343.0,284.0,334.0,236.0,197.0,166.0,219.0,82.0,42.0,76.0,SE,3.0,ESE,2.0,ENE,2.0,4.0,2.0,3.0,0.0,,
292,19501011.0,,,,135.0,122.0,110.0,258.0,337.0,278.0,348.0,236.0,192.0,192.0,218.0,78.0,49.0,78.0,E,4.0,E,1.0,NE,2.0,5.0,3.0,6.0,0.0,,
293,19501012.0,,,,148.0,134.0,123.0,265.0,320.0,274.0,342.0,244.0,201.0,232.0,213.0,78.0,66.0,78.0,ESE,3.0,N,2.0,NE,2.0,7.0,7.0,3.0,0.0,,
294,19501013.0,,,,144.0,130.0,120.0,260.0,326.0,276.0,337.0,240.0,211.0,195.0,197.0,85.0,53.0,72.0,SE,3.0,NE,2.0,ENE,3.0,5.0,7.0,2.0,0.0,,
295,19501014.0,,,,140.0,127.0,111.0,274.0,250.0,265.0,337.0,243.0,217.0,220.0,212.0,80.0,93.0,82.0,ESE,2.0,E,1.0,NE,2.0,3.0,9.0,6.0,0.0,,
296,19501015.0,,,,120.0,102.0,96.0,266.0,312.0,276.0,319.0,230.0,216.0,183.0,213.0,83.0,54.0,78.0,E,0.0,N,2.0,E,0.0,3.0,1.0,1.0,195.0,,
297,19501016.0,,,,118.0,115.0,112.0,260.0,251.0,247.0,319.0,238.0,192.0,223.0,210.0,77.0,94.0,91.0,SSW,2.0,NW,1.0,E,0.0,5.0,10.0,9.0,0.0,,
298,19501017.0,,,,138.0,116.0,110.0,254.0,321.0,266.0,306.0,229.0,207.0,218.0,220.0,86.0,62.0,85.0,E,2.0,E,0.0,ENE,2.0,5.0,6.0,4.0,69.0,,
299,19501018.0,,,,128.0,99.0,88.0,260.0,328.0,286.0,321.0,243.0,209.0,214.0,236.0,84.0,58.0,81.0,S,2.0,SE,2.0,E,0.0,7.0,6.0,4.0,38.0,,
300,19501019.0,,,,116.0,106.0,108.0,260.0,329.0,275.0,335.0,245.0,198.0,197.0,222.0,79.0,53.0,81.0,SE,3.0,E,0.0,NE,1.0,8.0,6.0,4.0,0.0,,
301,19501020.0,,,,138.0,115.0,118.0,250.0,320.0,276.0,331.0,238.0,195.0,211.0,209.0,83.0,57.0,77.0,SE,2.0,NE,2.0,NE,2.0,6.0,7.0,5.0,0.0,,
302,19501021.0,,,,144.0,122.0,114.0,263.0,295.0,275.0,332.0,242.0,200.0,223.0,208.0,79.0,63.0,77.0,ESE,2.0,NE,2.0,ENE,3.0,1.0,7.0,2.0,0.0,,
303,19501022.0,,,,150.0,124.0,131.0,265.0,308.0,274.0,326.0,238.0,208.0,243.0,205.0,81.0,79.0,75.0,SE,2.0,NE,1.0,ENE,2.0,6.0,8.0,3.0,0.0,,
304,19501023.0,,,,151.0,120.0,123.0,272.0,331.0,263.0,343.0,240.0,224.0,227.0,231.0,83.0,69.0,91.0,E,2.0,E,0.0,E,0.0,7.0,9.0,9.0,9.0,,
305,19501024.0,,,,139.0,114.0,107.0,262.0,306.0,272.0,309.0,243.0,216.0,189.0,212.0,85.0,51.0,79.0,ESE,3.0,SE,3.0,ENE,3.0,3.0,5.0,8.0,45.0,,
306,19501025.0,,,,126.0,111.0,107.0,267.0,314.0,271.0,334.0,239.0,215.0,234.0,213.0,83.0,72.0,80.0,SE,2.0,N,1.0,E,0.0,1.0,9.0,8.0,0.0,,
307,19501026.0,,,,131.0,108.0,102.0,268.0,332.0,275.0,329.0,235.0,216.0,233.0,218.0,83.0,68.0,80.0,E,2.0,NE,1.0,NE,2.0,2.0,8.0,2.0,27.0,,
308,19501027.0,,,,136.0,111.0,104.0,255.0,332.0,275.0,321.0,237.0,217.0,197.0,206.0,90.0,52.0,76.0,E,2.0,ENE,1.0,ENE,3.0,7.0,5.0,2.0,0.0,,
309,19501028.0,,,,146.0,127.0,119.0,260.0,335.0,275.0,332.0,241.0,204.0,161.0,198.0,82.0,43.0,73.0,SE,3.0,SE,3.0,NE,2.0,6.0,8.0,4.0,5.0,,
310,19501029.0,,,,138.0,112.0,106.0,247.0,320.0,277.0,335.0,230.0,210.0,195.0,209.0,91.0,51.0,76.0,SE,2.0,E,3.0,NE,1.0,7.0,6.0,7.0,0.0,,
311,19501030.0,,,,118.0,92.0,96.0,260.0,320.0,279.0,338.0,237.0,219.0,228.0,232.0,88.0,64.0,83.0,E,1.0,NNE,3.0,NE,1.0,9.0,7.0,8.0,0.0,,
312,19501031.0,,,,130.0,110.0,106.0,274.0,341.0,289.0,323.0,247.0,223.0,181.0,226.0,82.0,46.0,76.0,ENE,3.0,SE,3.0,NE,2.0,3.0,5.0,3.0,0.0,,
313,,,,,1014.0258064516129,1012.1161290322581,1011.5129032258064,26.177419354838708,31.874193548387098,27.529032258064518,32.987096774193546,23.835483870967742,20.86774193548387,20.951612903225808,21.32258064516129,82.74193548387096,60.516129032258064,78.19354838709677,,2.096774193548387,,1.8064516129032258,,1.5806451612903225,4.451612903225806,5.967741935483871,4.258064516129032,38.8,,
314,19501101.0,,,,155.0,128.0,124.0,272.0,343.0,277.0,342.0,236.0,208.0,203.0,203.0,77.0,51.0,74.0,ESE,3.0,ESE,3.0,ENE,2.0,1.0,7.0,2.0,0.0,,
315,19501102.0,,,,155.0,132.0,136.0,267.0,319.0,272.0,344.0,239.0,217.0,215.0,216.0,83.0,61.0,80.0,SE,2.0,NNE,3.0,NE,1.0,1.0,2.0,4.0,0.0,,
316,19501103.0,,,,142.0,112.0,112.0,267.0,253.0,266.0,329.0,245.0,229.0,230.0,220.0,88.0,96.0,85.0,E,2.0,E,0.0,ENE,1.0,8.0,9.0,10.0,0.0,,
317,19501104.0,,,,136.0,116.0,108.0,262.0,250.0,267.0,323.0,238.0,222.0,223.0,223.0,88.0,95.0,85.0,SE,2.0,NE,1.0,ENE,2.0,7.0,9.0,9.0,125.0,,
318,19501105.0,,,,131.0,104.0,99.0,258.0,311.0,279.0,317.0,228.0,207.0,242.0,230.0,84.0,72.0,82.0,E,2.0,NNE,2.0,NE,2.0,7.0,7.0,9.0,37.0,,
319,19501106.0,,,,119.0,102.0,82.0,265.0,317.0,285.0,325.0,240.0,204.0,204.0,218.0,79.0,59.0,75.0,SE,3.0,SE,2.0,ENE,2.0,2.0,6.0,8.0,34.0,,
320,19501107.0,,,,111.0,98.0,87.0,267.0,333.0,261.0,324.0,241.0,201.0,192.0,221.0,78.0,51.0,88.0,SE,2.0,SE,3.0,E,0.0,3.0,7.0,9.0,0.0,,
321,19501108.0,,,,112.0,87.0,83.0,259.0,321.0,282.0,337.0,238.0,206.0,212.0,226.0,83.0,60.0,79.0,E,2.0,SE,2.0,NE,1.0,7.0,5.0,3.0,131.0,,
322,19501109.0,,,,114.0,104.0,95.0,260.0,330.0,277.0,327.0,240.0,200.0,180.0,205.0,80.0,48.0,74.0,E,2.0,SE,2.0,ENE,2.0,1.0,5.0,4.0,0.0,,
323,19501110.0,,,,128.0,120.0,114.0,268.0,297.0,264.0,336.0,240.0,214.0,243.0,197.0,82.0,79.0,77.0,E,3.0,NE,1.0,ENE,2.0,5.0,8.0,7.0,0.0,,
324,19501111.0,,,,134.0,120.0,114.0,252.0,296.0,266.0,309.0,241.0,205.0,217.0,212.0,86.0,70.0,82.0,E,1.0,E,0.0,NE,1.0,8.0,8.0,3.0,32.0,,
325,19501112.0,,,,122.0,95.0,94.0,269.0,309.0,268.0,310.0,239.0,224.0,213.0,218.0,85.0,64.0,83.0,E,0.0,NNE,2.0,SE,1.0,6.0,2.0,4.0,129.0,,
326,19501113.0,,,,116.0,102.0,91.0,248.0,281.0,265.0,319.0,229.0,221.0,237.0,226.0,95.0,84.0,88.0,E,0.0,NE,1.0,E,0.0,8.0,9.0,9.0,11.0,,
327,19501114.0,,,,104.0,90.0,86.0,258.0,293.0,266.0,294.0,229.0,221.0,223.0,220.0,90.0,74.0,85.0,E,0.0,E,0.0,E,0.0,2.0,8.0,7.0,18.0,,
328,19501115.0,,,,108.0,88.0,84.0,263.0,317.0,275.0,304.0,241.0,215.0,234.0,228.0,85.0,67.0,84.0,SE,3.0,NE,1.0,NNE,2.0,3.0,8.0,9.0,0.0,,
329,19501116.0,,,,114.0,99.0,83.0,231.0,296.0,275.0,319.0,225.0,181.0,211.0,210.0,77.0,68.0,77.0,E,0.0,ESE,1.0,ENE,2.0,9.0,7.0,8.0,187.0,,
330,19501117.0,,,,112.0,96.0,84.0,260.0,330.0,283.0,301.0,234.0,209.0,202.0,223.0,84.0,54.0,78.0,SE,2.0,ESE,3.0,NE,2.0,2.0,3.0,2.0,0.0,,
331,19501118.0,,,,122.0,107.0,95.0,264.0,320.0,276.0,334.0,235.0,196.0,198.0,209.0,77.0,56.0,77.0,SE,3.0,SE,2.0,ENE,2.0,1.0,7.0,3.0,0.0,,
332,19501119.0,,,,124.0,106.0,100.0,255.0,294.0,277.0,330.0,240.0,211.0,211.0,215.0,87.0,59.0,78.0,ESE,2.0,ENE,3.0,NE,2.0,3.0,6.0,3.0,0.0,,
333,19501120.0,,,,136.0,114.0,111.0,264.0,294.0,245.0,324.0,244.0,225.0,218.0,202.0,88.0,71.0,88.0,E,0.0,NE,3.0,E,0.0,9.0,8.0,8.0,15.0,,
334,19501121.0,,,,120.0,107.0,99.0,246.0,287.0,248.0,307.0,229.0,214.0,248.0,219.0,93.0,85.0,94.0,E,0.0,NE,2.0,E,0.0,6.0,8.0,6.0,91.0,,
335,19501122.0,,,,104.0,92.0,84.0,251.0,319.0,271.0,307.0,239.0,217.0,209.0,222.0,92.0,59.0,83.0,SE,2.0,SE,1.0,E,0.0,6.0,6.0,3.0,317.0,,
336,19501123.0,,,,115.0,95.0,82.0,265.0,326.0,283.0,321.0,247.0,218.0,209.0,219.0,85.0,57.0,76.0,ESE,2.0,SE,3.0,ENE,2.0,6.0,3.0,3.0,0.0,,
337,19501124.0,,,,115.0,99.0,88.0,263.0,330.0,282.0,328.0,240.0,200.0,190.0,212.0,79.0,51.0,74.0,ESE,2.0,E,2.0,NE,1.0,1.0,1.0,3.0,0.0,,
338,19501125.0,,,,116.0,94.0,90.0,257.0,322.0,280.0,333.0,238.0,204.0,181.0,215.0,83.0,51.0,77.0,ESE,3.0,ESE,2.0,NE,2.0,3.0,6.0,2.0,0.0,,
339,19501126.0,,,,114.0,91.0,87.0,262.0,305.0,273.0,325.0,239.0,208.0,207.0,203.0,82.0,64.0,75.0,E,2.0,ENE,2.0,ENE,2.0,3.0,7.0,2.0,0.0,,
340,19501127.0,,,,119.0,107.0,98.0,260.0,308.0,278.0,325.0,242.0,209.0,200.0,202.0,84.0,60.0,73.0,E,1.0,ESE,2.0,ENE,1.0,8.0,7.0,6.0,5.0,,
341,19501128.0,,,,122.0,112.0,102.0,255.0,320.0,280.0,316.0,228.0,203.0,167.0,209.0,84.0,47.0,74.0,ESE,3.0,ESE,3.0,ENE,2.0,2.0,7.0,3.0,0.0,,
342,19501129.0,,,,130.0,108.0,110.0,265.0,302.0,256.0,326.0,237.0,210.0,220.0,222.0,82.0,68.0,91.0,E,0.0,NE,3.0,E,0.0,2.0,9.0,8.0,0.0,,
343,19501130.0,,,,132.0,116.0,115.0,265.0,299.0,255.0,324.0,241.0,216.0,219.0,218.0,84.0,70.0,90.0,E,0.0,NE,2.0,ENE,1.0,3.0,8.0,6.0,95.0,,
344,,,,,1012.2733333333333,1010.47,1009.79,25.993333333333332,30.74,27.106666666666666,32.2,23.740000000000002,21.05,21.193333333333335,21.543333333333333,84.13333333333334,65.03333333333333,80.86666666666666,,1.6333333333333333,,1.9,,1.2666666666666666,4.433333333333334,6.433333333333334,5.433333333333334,122.7,,
345,19501201.0,,,,130.0,122.0,112.0,260.0,253.0,253.0,300.0,233.0,215.0,218.0,205.0,86.0,91.0,85.0,E,0.0,NE,2.0,E,0.0,3.0,10.0,8.0,41.0,,
346,19501202.0,,,,126.0,106.0,98.0,240.0,308.0,271.0,292.0,221.0,205.0,218.0,213.0,92.0,66.0,80.0,E,0.0,NE,2.0,NE,2.0,6.0,7.0,3.0,401.0,,
347,19501203.0,,,,122.0,103.0,100.0,253.0,307.0,266.0,312.0,227.0,212.0,196.0,206.0,88.0,59.0,80.0,E,0.0,ENE,4.0,ENE,1.0,4.0,4.0,3.0,1.0,,
348,19501204.0,,,,124.0,107.0,98.0,260.0,297.0,255.0,317.0,232.0,209.0,217.0,218.0,84.0,69.0,90.0,E,0.0,NE,2.0,E,0.0,2.0,9.0,8.0,0.0,,
349,19501205.0,,,,128.0,120.0,114.0,254.0,262.0,255.0,312.0,236.0,211.0,230.0,217.0,88.0,91.0,90.0,ESE,2.0,E,1.0,E,0.0,1.0,9.0,8.0,209.0,,
350,19501206.0,,,,130.0,118.0,102.0,255.0,267.0,247.0,303.0,226.0,203.0,225.0,212.0,84.0,86.0,92.0,E,2.0,NE,1.0,E,0.0,3.0,8.0,3.0,40.0,,
351,19501207.0,,,,128.0,108.0,94.0,256.0,310.0,269.0,297.0,231.0,208.0,223.0,214.0,85.0,67.0,81.0,ESE,2.0,E,2.0,NE,2.0,2.0,8.0,2.0,24.0,,
352,19501208.0,,,,127.0,114.0,106.0,262.0,312.0,273.0,318.0,241.0,208.0,193.0,211.0,82.0,57.0,78.0,E,2.0,SE,2.0,NE,1.0,4.0,7.0,4.0,10.0,,
