,81201 Paramaribo,luchtdruk (in mm Hg),luchtdruk (in mm Hg),luchtdruk (in mm Hg),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PT 8,PT 14,PT 18,TT 8,TT 14,TT 18,Max,Min,dampdruk 8,dampdruk 14,dampdruk 18,RH 8,RH 14,RH 18,DD 3,FF 3,DD 8,FF 8,DD 14,FF 14,DD 18,FF 18,8,14,18,Rd 8,Rd 8.1,Unnamed: 28_level_1
254,19170904.0,,,,259.0,322.0,257.0,309.0,215.0,222.0,216.0,215.0,85.0,61.0,88.0,N,5.0,,,N,3.0,NNW,3.0,7.0,8.0,7.0,0,,
255,19170905.0,,,,257.0,319.0,282.0,322.0,210.0,196.0,207.0,230.0,80.0,59.0,81.0,SSE,5.0,,,ESE,2.0,E,4.0,0.0,5.0,1.0,43,,
256,19170906.0,,,,262.0,326.0,288.0,319.0,212.0,212.0,193.0,235.0,84.0,53.0,80.0,SSE,4.0,,,SSE,2.0,SE,4.0,1.0,4.0,4.0,0,,
257,19170907.0,,,,263.0,292.0,280.0,326.0,215.0,221.0,224.0,219.0,87.0,74.0,78.0,ESE,4.0,,,NNW,4.0,SE,2.0,4.0,7.0,7.0,0,,
258,19170908.0,,,,273.0,284.0,247.0,321.0,224.0,229.0,243.0,212.0,85.0,85.0,92.0,N,3.0,,,NNE,4.0,ESE,2.0,5.0,7.0,10.0,32,,
259,19170909.0,,,,260.0,307.0,274.0,305.0,217.0,213.0,236.0,225.0,85.0,71.0,83.0,SSE,4.0,,,S,2.0,ESE,4.0,3.0,6.0,2.0,55,,
260,19170910.0,,,,262.0,312.0,273.0,310.0,218.0,212.0,243.0,223.0,84.0,72.0,83.0,S,5.0,,,ESE,0.0,NNW,2.0,4.0,7.0,3.0,0,,
261,19170911.0,,,,269.0,308.0,274.0,319.0,222.0,226.0,210.0,227.0,86.0,63.0,84.0,NNW,1.0,,,NNW,4.0,WNW,1.0,5.0,2.0,0.0,0,,
262,19170912.0,,,,242.0,300.0,259.0,308.0,193.0,215.0,240.0,216.0,96.0,76.0,87.0,WNW,1.0,,,ESE,3.0,ENE,2.0,8.0,7.0,7.0,110,,
263,19170913.0,,,,242.0,288.0,280.0,300.0,193.0,213.0,247.0,240.0,95.0,84.0,85.0,E,2.0,,,E,2.0,SE,2.0,8.0,6.0,7.0,3,,
264,19170914.0,,,,251.0,247.0,240.0,298.0,207.0,218.0,221.0,216.0,92.0,96.0,97.0,ENE,1.0,,,SSE,1.0,N,0.0,8.0,9.0,10.0,41,,
265,19170915.0,,,,234.0,307.0,281.0,276.0,185.0,201.0,225.0,241.0,94.0,69.0,85.0,N,2.0,,,N,2.0,NNW,2.0,8.0,7.0,8.0,274,,
266,19170916.0,,,,259.0,319.0,292.0,308.0,217.0,189.0,228.0,234.0,76.0,65.0,78.0,N,5.0,,,N,4.0,NW,4.0,0.0,5.0,4.0,0,,
267,19170917.0,,,,267.0,300.0,260.0,319.0,220.0,223.0,229.0,204.0,85.0,73.0,79.0,NNE,4.0,,,NNW,6.0,W,2.0,5.0,4.0,4.0,0,,
268,19170918.0,,,,262.0,293.0,260.0,311.0,212.0,208.0,234.0,233.0,82.0,77.0,93.0,WSW,4.0,,,WNW,4.0,ESE,0.0,0.0,8.0,4.0,15,,
269,19170919.0,,,,258.0,308.0,270.0,303.0,215.0,215.0,224.0,203.0,87.0,68.0,77.0,NNW,4.0,,,SE,4.0,NNW,4.0,1.0,5.0,2.0,42,,
270,19170920.0,,,,260.0,317.0,273.0,308.0,216.0,204.0,240.0,182.0,82.0,69.0,68.0,N,4.0,,,WNW,5.0,N,5.0,0.0,6.0,2.0,0,,
271,19170921.0,,,,255.0,287.0,272.0,317.0,208.0,207.0,237.0,236.0,85.0,81.0,88.0,N,3.0,,,SSW,4.0,SW,2.0,2.0,6.0,6.0,11,,
272,19170922.0,,,,252.0,313.0,241.0,287.0,208.0,218.0,211.0,206.0,92.0,62.0,92.0,SE,2.0,,,ESE,3.0,SE,2.0,6.0,6.0,4.0,12,,
273,19170923.0,,,,252.0,315.0,260.0,313.0,205.0,216.0,199.0,209.0,91.0,58.0,84.0,SE,2.0,,,N,1.0,N,3.0,6.0,5.0,5.0,125,,
274,19170924.0,,,,240.0,302.0,264.0,315.0,193.0,218.0,218.0,235.0,98.0,68.0,92.0,N,2.0,,,SE,5.0,SE,3.0,6.0,5.0,3.0,23,,
275,19170925.0,,,,268.0,235.0,249.0,309.0,214.0,219.0,201.0,218.0,86.0,93.0,93.0,SSE,2.0,,,NW,2.0,SE,1.0,3.0,8.0,6.0,1,,
276,19170926.0,,,,242.0,253.0,272.0,289.0,193.0,213.0,228.0,206.0,96.0,95.0,77.0,SE,2.0,,,E,2.0,SE,1.0,6.0,8.0,4.0,167,,
277,19170927.0,,,,258.0,313.0,278.0,293.0,216.0,219.0,201.0,212.0,89.0,59.0,77.0,E,4.0,,,SE,3.0,SSE,4.0,4.0,7.0,4.0,57,,
278,19170928.0,,,,257.0,311.0,277.0,313.0,210.0,209.0,222.0,197.0,85.0,66.0,71.0,S,5.0,,,N,4.0,SE,4.0,4.0,5.0,4.0,0,,
279,19170929.0,,,,260.0,316.0,262.0,311.0,216.0,213.0,173.0,206.0,85.0,50.0,82.0,SW,4.0,,,N,4.0,SSW,4.0,4.0,5.0,3.0,0,,
280,19170930.0,,,,261.0,315.0,255.0,316.0,220.0,215.0,170.0,226.0,85.0,49.0,93.0,SW,3.0,,,SE,4.0,SE,3.0,4.0,6.0,6.0,0,,
281,,,,,25.706666666666667,30.096666666666664,26.85,30.886666666666667,21.05,21.423333333333332,22.130000000000003,21.993333333333332,87.33333333333333,70.5,83.8,,3.2666666666666666,,,,3.2333333333333334,,2.6,3.966666666666667,5.966666666666667,4.7,107,,
282,19171001.0,,,,266.0,301.0,277.0,320.0,220.0,228.0,222.0,193.0,84.0,70.0,70.0,SE,3.0,,,WNW,4.0,SSW,4.0,2.0,3.0,2.0,47,,
283,19171002.0,,,,256.0,297.0,261.0,303.0,208.0,212.0,221.0,219.0,87.0,71.0,87.0,ESE,2.0,,,ENE,1.0,SSW,1.0,3.0,7.0,6.0,0,,
284,19171003.0,,,,260.0,279.0,243.0,309.0,211.0,221.0,204.0,214.0,89.0,72.0,95.0,WNW,2.0,,,ENE,2.0,SE,2.0,5.0,4.0,5.0,3,,
285,19171004.0,,,,253.0,288.0,251.0,299.0,203.0,220.0,198.0,221.0,92.0,67.0,93.0,NNW,3.0,,,NNW,3.0,NNW,3.0,4.0,6.0,5.0,23,,
286,19171005.0,,,,258.0,317.0,274.0,308.0,216.0,221.0,198.0,213.0,90.0,57.0,78.0,N,3.0,,,N,3.0,WNW,3.0,2.0,3.0,3.0,27,,
287,19171006.0,,,,263.0,315.0,277.0,317.0,214.0,212.0,220.0,205.0,83.0,64.0,74.0,NNW,4.0,,,NNW,4.0,NW,4.0,3.0,5.0,4.0,0,,
288,19171007.0,,,,258.0,299.0,268.0,315.0,214.0,213.0,224.0,205.0,86.0,71.0,78.0,NNW,4.0,,,SSE,4.0,SSW,4.0,2.0,2.0,1.0,0,,
289,19171008.0,,,,270.0,308.0,280.0,299.0,226.0,213.0,218.0,199.0,84.0,66.0,71.0,ESE,4.0,,,E,3.0,SE,3.0,2.0,5.0,4.0,0,,
290,19171009.0,,,,271.0,315.0,292.0,318.0,227.0,222.0,201.0,196.0,83.0,58.0,65.0,S,4.0,,,N,2.0,NW,2.0,4.0,6.0,3.0,0,,
291,19171010.0,,,,269.0,317.0,264.0,315.0,215.0,221.0,219.0,215.0,86.0,63.0,84.0,N,4.0,,,N,2.0,ESE,2.0,2.0,6.0,1.0,0,,
292,19171011.0,,,,254.0,288.0,248.0,317.0,205.0,221.0,214.0,221.0,92.0,73.0,95.0,ESE,2.0,,,NE,2.0,NNE,2.0,6.0,5.0,5.0,0,,
293,19171012.0,,,,238.0,288.0,269.0,298.0,194.0,206.0,212.0,218.0,94.0,72.0,83.0,NE,3.0,,,N,2.0,NE,2.0,6.0,7.0,5.0,160,,
294,19171013.0,,,,262.0,317.0,269.0,310.0,212.0,212.0,194.0,200.0,84.0,56.0,76.0,SE,4.0,,,SE,4.0,SSE,4.0,4.0,4.0,3.0,0,,
295,19171014.0,,,,261.0,275.0,264.0,317.0,208.0,213.0,251.0,217.0,85.0,92.0,85.0,SE,4.0,,,SSE,2.0,NNW,2.0,2.0,4.0,3.0,0,,
296,19171015.0,,,,258.0,302.0,252.0,275.0,211.0,215.0,209.0,220.0,87.0,66.0,93.0,NW,2.0,,,ENE,4.0,SSE,4.0,2.0,5.0,5.0,19,,
297,19171016.0,,,,258.0,314.0,288.0,309.0,214.0,215.0,210.0,190.0,87.0,61.0,66.0,SW,3.0,,,N,3.0,NW,3.0,3.0,5.0,2.0,57,,
298,19171017.0,,,,251.0,322.0,268.0,314.0,201.0,213.0,213.0,195.0,90.0,60.0,75.0,N,4.0,,,N,3.0,NW,3.0,5.0,4.0,2.0,0,,
299,19171018.0,,,,269.0,304.0,279.0,322.0,225.0,220.0,204.0,186.0,83.0,63.0,67.0,N,4.0,,,NW,4.0,SSW,4.0,1.0,4.0,3.0,0,,
300,19171019.0,,,,252.0,270.0,252.0,312.0,218.0,218.0,233.0,218.0,86.0,88.0,92.0,NW,2.0,,,SSE,5.0,SSW,3.0,6.0,6.0,6.0,0,,
301,19171020.0,,,,263.0,322.0,287.0,312.0,214.0,221.0,189.0,237.0,87.0,53.0,81.0,ESE,4.0,,,N,4.0,NW,4.0,2.0,4.0,4.0,59,,
302,19171021.0,,,,262.0,308.0,270.0,322.0,220.0,212.0,206.0,199.0,84.0,62.0,78.0,N,3.0,,,NNW,5.0,ESE,5.0,4.0,2.0,1.0,0,,
303,19171022.0,,,,260.0,282.0,252.0,308.0,216.0,219.0,200.0,209.0,88.0,70.0,88.0,ESE,4.0,,,ESE,2.0,SE,2.0,2.0,5.0,5.0,0,,
304,19171023.0,,,,253.0,252.0,243.0,304.0,204.0,208.0,228.0,214.0,87.0,96.0,95.0,ESE,3.0,,,NNW,2.0,SSE,2.0,3.0,6.0,5.0,18,,
305,19171024.0,,,,244.0,313.0,260.0,292.0,198.0,210.0,225.0,210.0,92.0,66.0,81.0,NW,2.0,,,SSW,4.0,N,4.0,5.0,2.0,2.0,54,,
306,19171025.0,,,,258.0,299.0,269.0,313.0,218.0,219.0,235.0,210.0,89.0,73.0,80.0,N,2.0,,,ESE,3.0,ESE,3.0,2.0,6.0,3.0,1,,
307,19171026.0,,,,263.0,290.0,254.0,311.0,214.0,212.0,217.0,219.0,83.0,73.0,91.0,SSE,2.0,,,ESE,2.0,ESE,2.0,1.0,6.0,6.0,0,,
308,19171027.0,,,,258.0,266.0,242.0,300.0,215.0,221.0,230.0,215.0,90.0,89.0,96.0,ESE,4.0,,,ESE,2.0,SE,2.0,4.0,6.0,4.0,0,,
309,19171028.0,,,,262.0,281.0,252.0,307.0,219.0,212.0,241.0,209.0,84.0,85.0,88.0,SE,2.0,,,SSW,2.0,SE,2.0,4.0,6.0,5.0,60,,
310,19171029.0,,,,250.0,307.0,287.0,312.0,207.0,222.0,221.0,215.0,94.0,67.0,74.0,E,2.0,,,ENE,4.0,SW,4.0,5.0,5.0,3.0,5,,
311,19171030.0,,,,257.0,321.0,272.0,307.0,217.0,225.0,196.0,216.0,97.0,55.0,80.0,SE,4.0,,,SE,3.0,NE,3.0,4.0,5.0,1.0,0,,
312,19171031.0,,,,264.0,295.0,262.0,321.0,215.0,213.0,216.0,222.0,83.0,70.0,88.0,SE,4.0,,,WSW,3.0,SW,3.0,4.0,5.0,4.0,0,,
313,,,,,25.874193548387098,29.84516129032258,26.535483870967745,30.922580645161293,21.28709677419355,21.64516129032258,21.51290322580645,21.032258064516128,87.41935483870968,69.3225806451613,82.16129032258064,,3.129032258064516,,,,3.0,,2.935483870967742,3.3548387096774195,4.806451612903226,3.5806451612903225,53.3,,
314,19171101.0,,,,251.0,317.0,272.0,296.0,201.0,219.0,223.0,220.0,93.0,64.0,85.0,SSE,4.0,,,ESE,3.0,SW,4.0,6.0,5.0,4.0,14,,
315,19171102.0,,,,258.0,319.0,281.0,317.0,214.0,219.0,203.0,202.0,89.0,58.0,72.0,ESE,3.0,,,N,2.0,NW,4.0,4.0,6.0,4.0,1,,
316,19171103.0,,,,252.0,301.0,270.0,319.0,202.0,214.0,206.0,207.0,90.0,65.0,78.0,ESE,3.0,,,E,3.0,SE,3.0,6.0,5.0,7.0,0,,
317,19171104.0,,,,262.0,298.0,281.0,301.0,208.0,222.0,220.0,220.0,88.0,70.0,78.0,SE,2.0,,,SSW,4.0,SSE,4.0,6.0,4.0,2.0,0,,
318,19171105.0,,,,251.0,327.0,270.0,299.0,200.0,217.0,230.0,227.0,92.0,63.0,86.0,N,4.0,,,N,3.0,NE,4.0,4.0,6.0,5.0,0,,
319,19171106.0,,,,257.0,312.0,271.0,327.0,223.0,217.0,228.0,217.0,89.0,68.0,81.0,SSE,4.0,,,WSW,4.0,NE,4.0,4.0,4.0,4.0,0,,
320,19171107.0,,,,261.0,318.0,268.0,313.0,218.0,231.0,245.0,200.0,92.0,67.0,78.0,ESE,2.0,,,ESE,5.0,SE,5.0,5.0,6.0,1.0,20,,
321,19171108.0,,,,255.0,292.0,252.0,318.0,206.0,228.0,236.0,209.0,94.0,78.0,88.0,NW,2.0,,,ESE,4.0,SW,3.0,5.0,4.0,4.0,0,,
322,19171109.0,,,,269.0,264.0,237.0,322.0,228.0,228.0,241.0,208.0,86.0,94.0,96.0,WNW,4.0,,,W,3.0,NW,2.0,3.0,7.0,6.0,12,,
323,19171110.0,,,,264.0,273.0,262.0,307.0,216.0,220.0,263.0,228.0,90.0,98.0,91.0,NW,2.0,,,WNW,2.0,WNW,0.0,5.0,7.0,7.0,221,,
324,19171111.0,,,,246.0,281.0,267.0,303.0,197.0,224.0,241.0,229.0,97.0,85.0,88.0,WNW,1.0,,,WNW,2.0,NW,4.0,7.0,6.0,1.0,96,,
325,19171112.0,,,,262.0,306.0,279.0,321.0,213.0,204.0,236.0,232.0,81.0,72.0,83.0,NNW,3.0,,,WNW,5.0,NNW,4.0,2.0,6.0,1.0,14,,
326,19171113.0,,,,253.0,299.0,270.0,306.0,203.0,224.0,219.0,237.0,93.0,70.0,90.0,NNW,4.0,,,NNW,4.0,NNW,2.0,3.0,6.0,3.0,10,,
327,19171114.0,,,,262.0,303.0,277.0,308.0,213.0,220.0,213.0,223.0,87.0,66.0,80.0,NW,4.0,,,WNW,5.0,SW,2.0,2.0,4.0,4.0,5,,
328,19171115.0,,,,266.0,293.0,282.0,320.0,220.0,222.0,215.0,238.0,85.0,71.0,84.0,NNW,4.0,,,WNW,4.0,NW,3.0,1.0,6.0,4.0,0,,
329,19171116.0,,,,263.0,301.0,277.0,306.0,215.0,221.0,208.0,213.0,87.0,65.0,77.0,NNW,3.0,,,ESE,5.0,SSE,4.0,6.0,4.0,3.0,0,,
330,19171117.0,,,,264.0,299.0,262.0,313.0,215.0,227.0,215.0,222.0,89.0,68.0,88.0,WNW,3.0,,,NNW,5.0,WNW,3.0,5.0,2.0,2.0,0,,
331,19171118.0,,,,261.0,292.0,266.0,309.0,218.0,215.0,194.0,220.0,85.0,64.0,85.0,NW,3.0,,,NNW,4.0,E,3.0,2.0,2.0,0.0,0,,
332,19171119.0,,,,260.0,304.0,261.0,302.0,209.0,219.0,227.0,222.0,88.0,70.0,88.0,ENE,2.0,,,ENE,4.0,ENE,2.0,2.0,2.0,0.0,0,,
333,19171120.0,,,,253.0,302.0,270.0,304.0,209.0,219.0,218.0,237.0,91.0,68.0,90.0,E,2.0,,,E,4.0,E,4.0,2.0,3.0,0.0,0,,
334,19171121.0,,,,242.0,287.0,272.0,302.0,192.0,217.0,235.0,206.0,97.0,80.0,77.0,E,1.0,,,E,3.0,SE,3.0,8.0,5.0,4.0,28,,
335,19171122.0,,,,265.0,298.0,267.0,310.0,216.0,226.0,220.0,225.0,88.0,70.0,85.0,E,3.0,,,E,4.0,E,1.0,3.0,6.0,1.0,9,,
336,19171123.0,,,,260.0,299.0,265.0,308.0,217.0,215.0,219.0,230.0,86.0,70.0,89.0,E,2.0,,,ESE,4.0,NNW,2.0,6.0,4.0,1.0,1,,
337,19171124.0,,,,250.0,286.0,269.0,299.0,206.0,223.0,228.0,228.0,95.0,78.0,86.0,WNW,2.0,,,SE,3.0,SSE,2.0,6.0,4.0,3.0,0,,
338,19171125.0,,,,249.0,272.0,247.0,292.0,205.0,220.0,224.0,212.0,94.0,83.0,92.0,ENE,3.0,,,SE,3.0,SE,2.0,3.0,5.0,9.0,0,,
339,19171126.0,,,,237.0,267.0,244.0,272.0,191.0,208.0,229.0,211.0,96.0,88.0,97.0,SSE,2.0,,,SE,2.0,E,1.0,10.0,9.0,7.0,804,,
340,19171127.0,,,,235.0,286.0,257.0,292.0,189.0,191.0,207.0,206.0,89.0,71.0,84.0,E,2.0,,,N,2.0,SE,1.0,8.0,7.0,3.0,82,,
341,19171128.0,,,,258.0,280.0,260.0,305.0,216.0,223.0,231.0,223.0,90.0,82.0,90.0,NE,2.0,,,ENE,4.0,WNW,1.0,2.0,8.0,6.0,0,,
342,19171129.0,,,,249.0,275.0,256.0,300.0,205.0,224.0,214.0,220.0,96.0,79.0,90.0,NW,1.0,,,NW,1.0,NW,2.0,5.0,7.0,3.0,33,,
343,19171130.0,,,,249.0,252.0,244.0,295.0,198.0,228.0,232.0,210.0,97.0,97.0,92.0,SE,1.0,,,ESE,2.0,E,1.0,5.0,8.0,9.0,133,,
344,,,,,25.546666666666667,29.343333333333334,26.52,30.619999999999997,20.87666666666667,21.95,22.4,21.94,90.46666666666667,74.06666666666666,85.6,,2.6,,,,3.433333333333333,,2.6666666666666665,4.533333333333333,5.266666666666667,3.6,148.3,,
345,19171201.0,,,,242.0,300.0,263.0,285.0,192.0,211.0,209.0,221.0,94.0,66.0,87.0,ESE,1.0,,,WNW,5.0,SE,2.0,5.0,3.0,2.0,14,,
346,19171202.0,,,,256.0,282.0,258.0,304.0,207.0,224.0,220.0,215.0,92.0,77.0,87.0,E,1.0,,,ESE,5.0,NNW,3.0,3.0,6.0,3.0,0,,
347,19171203.0,,,,259.0,299.0,258.0,311.0,215.0,216.0,219.0,225.0,87.0,70.0,91.0,NW,4.0,,,NW,4.0,SSE,3.0,2.0,4.0,2.0,3,,
348,19171204.0,,,,260.0,292.0,262.0,320.0,216.0,217.0,224.0,212.0,87.0,74.0,84.0,E,4.0,,,WNW,5.0,WNW,4.0,5.0,4.0,6.0,0,,
349,19171205.0,,,,233.0,270.0,251.0,292.0,183.0,205.0,207.0,225.0,96.0,78.0,95.0,S,2.0,,,SE,1.0,ESE,3.0,9.0,8.0,5.0,105,,
350,19171206.0,,,,237.0,256.0,251.0,289.0,193.0,208.0,220.0,225.0,96.0,91.0,95.0,SSE,1.0,,,SSE,1.0,ESE,2.0,8.0,7.0,8.0,80,,
351,19171207.0,,,,252.0,286.0,259.0,297.0,202.0,214.0,228.0,214.0,90.0,78.0,86.0,ESE,4.0,,,N,4.0,ESE,2.0,5.0,3.0,2.0,55,,
352,19171208.0,,,,261.0,290.0,257.0,307.0,211.0,213.0,232.0,223.0,85.0,75.0,91.0,E,3.0,,,ESE,4.0,WNW,4.0,4.0,4.0,2.0,0,,
353,19171209.0,,,,260.0,284.0,255.0,313.0,219.0,213.0,219.0,217.0,85.0,76.0,90.0,WNW,4.0,,,WNW,4.0,W,4.0,3.0,3.0,2.0,0,,
354,19171210.0,,,,247.0,286.0,257.0,294.0,201.0,212.0,228.0,225.0,92.0,78.0,92.0,SSE,2.0,,,SE,4.0,NW,2.0,2.0,6.0,4.0,0,,
355,19171211.0,,,,232.0,287.0,258.0,288.0,182.0,206.0,237.0,225.0,97.0,81.0,91.0,N,1.0,,,NNW,4.0,ESE,2.0,1.0,4.0,2.0,0,,
356,19171212.0,,,,245.0,286.0,257.0,297.0,198.0,207.0,203.0,229.0,91.0,69.0,93.0,ESE,3.0,,,ESE,4.0,E,1.0,6.0,6.0,1.0,1,,
357,19171213.0,,,,238.0,283.0,255.0,286.0,194.0,208.0,219.0,226.0,95.0,76.0,93.0,E,3.0,,,ESE,4.0,E,1.0,4.0,4.0,2.0,0,,
358,19171214.0,,,,243.0,289.0,259.0,296.0,205.0,210.0,205.0,228.0,93.0,69.0,92.0,E,2.0,,,E,4.0,E,3.0,2.0,4.0,5.0,0,,
359,19171215.0,,,,245.0,282.0,257.0,289.0,196.0,213.0,240.0,207.0,93.0,85.0,85.0,E,2.0,,,NNW,4.0,NW,3.0,7.0,5.0,2.0,0,,
360,19171216.0,,,,252.0,287.0,253.0,302.0,202.0,209.0,197.0,216.0,88.0,67.0,90.0,SE,3.0,,,NNW,4.0,SE,1.0,3.0,4.0,10.0,27,,
361,19171217.0,,,,230.0,270.0,232.0,290.0,180.0,203.0,217.0,206.0,97.0,82.0,97.0,ESE,2.0,,,E,3.0,NW,1.0,9.0,7.0,8.0,33,,
362,19171218.0,,,,229.0,292.0,251.0,270.0,179.0,200.0,224.0,209.0,96.0,74.0,88.0,NW,2.0,,,NW,3.0,NW,3.0,8.0,7.0,5.0,39,,
363,19171219.0,,,,233.0,287.0,250.0,292.0,187.0,207.0,227.0,200.0,97.0,78.0,85.0,NW,1.0,,,NW,4.0,S,4.0,5.0,5.0,3.0,11,,
364,19171220.0,,,,237.0,267.0,258.0,287.0,190.0,208.0,229.0,217.0,96.0,88.0,88.0,SE,2.0,,,S,2.0,ESE,2.0,5.0,6.0,2.0,2,,
365,19171221.0,,,,241.0,268.0,252.0,287.0,191.0,213.0,239.0,211.0,96.0,91.0,88.0,ESE,2.0,,,ESE,2.0,E,4.0,6.0,9.0,5.0,7,,
366,19171222.0,,,,232.0,246.0,244.0,282.0,183.0,198.0,203.0,212.0,94.0,88.0,93.0,SE,2.0,,,S,4.0,SE,1.0,6.0,6.0,7.0,110,,
367,19171223.0,,,,230.0,287.0,259.0,275.0,180.0,205.0,217.0,218.0,98.0,74.0,88.0,S,2.0,,,WNW,5.0,E,2.0,5.0,4.0,4.0,36,,
368,19171224.0,,,,250.0,280.0,256.0,297.0,209.0,220.0,221.0,216.0,93.0,79.0,89.0,SE,1.0,,,NNW,5.0,WNW,4.0,6.0,5.0,3.0,253,,
369,19171225.0,,,,232.0,293.0,254.0,280.0,183.0,208.0,213.0,217.0,98.0,70.0,90.0,WSW,2.0,,,WNW,6.0,NE,3.0,3.0,3.0,1.0,7,,
370,19171226.0,,,,231.0,283.0,250.0,293.0,181.0,199.0,209.0,210.0,95.0,73.0,89.0,E,3.0,,,WNW,2.0,WNW,2.0,6.0,7.0,1.0,0,,
371,19171227.0,,,,236.0,299.0,256.0,283.0,189.0,207.0,219.0,216.0,96.0,70.0,89.0,NW,1.0,,,WNW,3.0,E,3.0,2.0,4.0,2.0,0,,
372,19171228.0,,,,243.0,252.0,252.0,299.0,193.0,205.0,199.0,209.0,91.0,84.0,88.0,WNW,3.0,,,WNW,1.0,WNW,2.0,2.0,8.0,3.0,0,,
373,19171229.0,,,,234.0,245.0,241.0,281.0,185.0,205.0,213.0,213.0,96.0,93.0,96.0,NW,2.0,,,NW,2.0,NW,2.0,9.0,7.0,8.0,290,,
374,19171230.0,,,,224.0,282.0,265.0,274.0,175.0,192.0,208.0,230.0,95.0,73.0,89.0,NW,3.0,,,N,1.0,N,1.0,8.0,6.0,6.0,135,,
375,19171231.0,,,,236.0,286.0,258.0,282.0,194.0,209.0,217.0,225.0,96.0,75.0,91.0,NE,2.0,,,SSW,3.0,NW,1.0,6.0,6.0,5.0,0,,
376,,,,,24.129032258064516,28.051612903225806,25.44516129032258,29.16774193548387,19.403225806451612,20.85483870967742,21.81290322580645,21.74838709677419,93.38709677419355,77.48387096774194,90.0,,2.2580645161290325,,,,3.4516129032258065,,2.4193548387096775,5.0,5.32258064516129,3.903225806451613,120.8,,
