,Stn,Datum,Tijd,P,qP,T,qT,Tn,qTn,Tx,qTx,U,qU,Ed,qEd,Tw,qTw,D,qD,F,qF,N,qN
54,32,19380114,17.0,—,7,27.8,0,—,7,—,7,83,0,23,0,25.6,0,65,0,3.2,0,—,7
55,32,19380114,24.0,—,7,—,7,22,0,29.5,0,—,7,—,7,—,7,—,7,—,7,—,7
56,32,19380115,7.0,—,7,23.8,0,—,7,—,7,93,0,20.4,0,23,0,65,0,1.2,0,—,7
57,32,19380115,12.0,—,7,28.7,0,—,7,—,7,80,0,23.3,0,26,0,65,0,2.6,0,—,7
58,32,19380115,17.0,—,7,28.5,0,—,7,—,7,80,0,23,0,25.8,0,65,0,2.2,0,—,7
59,32,19380115,24.0,—,7,—,7,24,0,29.5,0,—,7,—,7,—,7,—,7,—,7,—,7
60,32,19380116,7.0,—,7,24.9,0,—,7,—,7,88,0,20.5,0,23.4,0,65,0,1.8,0,—,7
61,32,19380116,12.0,—,7,28.1,0,—,7,—,7,85,0,24.1,0,26.2,0,65,0,3.2,0,—,7
62,32,19380116,17.0,—,7,27.7,0,—,7,—,7,88,0,24.3,0,26.2,0,65,0,3.2,0,—,7
63,32,19380116,24.0,—,7,—,7,23.5,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
64,32,19380117,7.0,—,7,23.2,0,—,7,—,7,—,7,—,7,24.1,0,65,0,—,7,—,7
65,32,19380117,12.0,—,7,27.9,0,—,7,—,7,86,0,24,0,26.1,0,65,0,—,7,—,7
66,32,19380117,17.0,—,7,27.8,0,—,7,—,7,83,0,23,0,25.6,0,65,0,—,7,—,7
67,32,19380117,24.0,—,7,—,7,25,0,29.5,0,—,7,—,7,—,7,—,7,—,7,—,7
68,32,19380118,7.0,—,7,25.1,0,—,7,—,7,89,0,21.1,0,23.8,0,65,0,2.6,0,—,7
69,32,19380118,12.0,—,7,29.1,0,—,7,—,7,79,0,23.9,0,26.4,0,65,0,4.2,0,—,7
70,32,19380118,17.0,—,7,27.8,0,—,7,—,7,83,0,23,0,25.6,0,65,0,4,0,—,7
71,32,19380118,24.0,—,7,—,7,25,0,30.1,0,—,7,—,7,—,7,—,7,—,7,—,7
72,32,19380119,7.0,—,7,25.1,0,—,7,—,7,86,0,20.4,0,23.4,0,65,0,2.8,0,—,7
73,32,19380119,12.0,—,7,28.7,0,—,7,—,7,83,0,24.1,0,26.4,0,65,0,3.8,0,—,7
74,32,19380119,17.0,—,7,27.7,0,—,7,—,7,84,0,23.1,0,25.6,0,65,0,3.6,0,—,7
75,32,19380119,24.0,—,7,—,7,24,0,30,0,—,7,—,7,—,7,—,7,—,7,—,7
76,32,19380120,7.0,—,7,23.6,0,—,7,—,7,88,0,19,0,22.2,0,65,0,1.8,0,—,7
77,32,19380120,12.0,—,7,28.5,0,—,7,—,7,78,0,22.6,0,25.6,0,65,0,3.6,0,—,7
78,32,19380120,17.0,—,7,27.3,0,—,7,—,7,80,0,21.7,0,24.8,0,65,0,3,0,—,7
79,32,19380120,24.0,—,7,—,7,27,0,30,0,—,7,—,7,—,7,—,7,—,7,—,7
80,32,19380121,7.0,—,7,22.3,0,—,7,—,7,97,0,19.5,0,22,0,65,0,3,0,—,7
81,32,19380121,12.0,—,7,27,0,—,7,—,7,86,0,22.9,0,25.3,0,65,0,3.6,0,—,7
82,32,19380121,17.0,—,7,26.5,0,—,7,—,7,81,0,22.4,0,24.9,0,65,0,3.4,0,—,7
83,32,19380121,24.0,—,7,—,7,23,0,28,0,—,7,—,7,—,7,—,7,—,7,—,7
84,32,19380122,7.0,—,7,25,0,—,7,—,7,86,0,20.2,0,23.3,0,65,0,2.8,0,—,7
85,32,19380122,12.0,—,7,27.9,0,—,7,—,7,83,0,23.2,0,25.7,0,65,0,4.4,0,—,7
86,32,19380122,17.0,—,7,26.7,0,—,7,—,7,76,0,19.7,0,23.6,0,65,0,3.2,0,—,7
87,32,19380122,24.0,—,7,—,7,24,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
88,32,19380123,7.0,—,7,24.3,0,—,7,—,7,89,0,20.1,0,23,0,65,0,2.8,0,—,7
89,32,19380123,12.0,—,7,27.7,0,—,7,—,7,84,0,23.1,0,25.6,0,65,0,3.6,0,—,7
90,32,19380123,17.0,—,7,26.7,0,—,7,—,7,83,0,21.7,0,24.6,0,65,0,2.6,0,—,7
91,32,19380123,24.0,—,7,—,7,28,0,28.5,0,—,7,—,7,—,7,—,7,—,7,—,7
92,32,19380124,7.0,—,7,24.1,0,—,7,—,7,89,0,19.8,0,22.8,0,65,0,1.8,0,—,7
93,32,19380124,12.0,—,7,28.7,0,—,7,—,7,75,0,22.1,0,25.4,0,65,0,3.2,0,—,7
94,32,19380124,17.0,—,7,27.3,0,—,7,—,7,80,0,21.7,0,24.8,0,65,0,2.8,0,—,7
95,32,19380124,24.0,—,7,—,7,28,0,28.5,0,—,7,—,7,—,7,—,7,—,7,—,7
96,32,19380125,7.0,—,7,27.6,0,—,7,—,7,66,0,18,0,23,0,65,0,2,0,—,7
97,32,19380125,12.0,—,7,29.1,0,—,7,—,7,73,0,21.8,0,25.4,0,65,0,3.2,0,—,7
98,32,19380125,17.0,—,7,27.7,0,—,7,—,7,79,0,21.9,0,25,0,65,0,3,0,—,7
99,32,19380125,24.0,—,7,—,7,27.5,0,30,0,—,7,—,7,—,7,—,7,—,7,—,7
100,32,19380126,7.0,—,7,23.1,0,—,7,—,7,94,0,19.7,0,22.4,0,65,0,1.8,0,—,7
101,32,19380126,12.0,—,7,24.9,0,—,7,—,7,89,0,20.9,0,23.6,0,65,0,4.6,0,—,7
102,32,19380126,17.0,—,7,25,0,—,7,—,7,98,0,23.2,0,24.8,0,65,0,2.6,0,—,7
103,32,19380126,24.0,—,7,—,7,23.5,0,28,0,—,7,—,7,—,7,—,7,—,7,—,7
104,32,19380127,7.0,—,7,23.5,0,—,7,—,7,89,0,19.1,0,22.2,0,90,0,1,0,—,7
105,32,19380127,12.0,—,7,28.5,0,—,7,—,7,78,0,22.6,0,25.6,0,90,0,2.2,0,—,7
106,32,19380127,17.0,—,7,24.7,0,—,7,—,7,88,0,20.4,0,23.3,0,65,0,1.8,0,—,7
107,32,19380127,24.0,—,7,—,7,23,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
108,32,19380128,7.0,—,7,22.7,0,—,7,—,7,96,0,19.6,0,22.2,0,90,0,1.2,0,—,7
109,32,19380128,12.0,—,7,26.1,0,—,7,—,7,86,0,21.7,0,24.4,0,65,0,3.2,0,—,7
110,32,19380128,17.0,—,7,27.1,0,—,7,—,7,79,0,21.1,0,24.4,0,65,0,2.8,0,—,7
111,32,19380128,24.0,—,7,—,7,21,0,28,0,—,7,—,7,—,7,—,7,—,7,—,7
112,32,19380129,7.0,—,7,23.4,0,—,7,—,7,85,0,18.1,0,21.6,0,25,0,1.8,0,—,7
113,32,19380129,12.0,—,7,27.8,0,—,7,—,7,79,0,22,0,25.1,0,45,0,4,0,—,7
114,32,19380129,17.0,—,7,25.9,0,—,7,—,7,79,0,19.5,0,23.2,0,45,0,3.8,0,—,7
115,32,19380129,24.0,—,7,—,7,23,0,28.5,0,—,7,—,7,—,7,—,7,—,7,—,7
116,32,19380130,7.0,—,7,25.3,0,—,7,—,7,77,0,18.4,0,22.4,0,65,0,1.4,0,—,7
117,32,19380130,12.0,—,7,28.5,0,—,7,—,7,75,0,21.8,0,25.2,0,65,0,3.6,0,—,7
118,32,19380130,17.0,—,7,27.3,0,—,7,—,7,80,0,21.7,0,24.8,0,65,0,3,0,—,7
119,32,19380130,24.0,—,7,—,7,25,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
120,32,19380131,7.0,—,7,24.1,0,—,7,—,7,87,0,19.3,0,22.5,0,65,0,1.4,0,—,7
121,32,19380131,12.0,—,7,26.5,0,—,7,—,7,85,0,21.8,0,24.6,0,115,0,2.6,0,—,7
122,32,19380131,17.0,—,7,27.2,0,—,7,—,7,85,0,22.8,0,25.3,0,90,0,2.2,0,—,7
123,32,19380131,24.0,—,7,—,7,24,0,28,0,—,7,—,7,—,7,—,7,—,7,—,7
124,32,19380201,7.0,—,7,25.7,0,—,7,—,7,85,0,20.7,0,23.8,0,65,0,2.8,0,—,7
125,32,19380201,12.0,—,7,28.7,0,—,7,—,7,78,0,22.9,0,25.8,0,65,0,3.4,0,—,7
126,32,19380201,17.0,—,7,28.1,0,—,7,—,7,81,0,22.9,0,25.6,0,65,0,3.4,0,—,7
127,32,19380201,24.0,—,7,—,7,25.5,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
128,32,19380202,7.0,—,7,24.8,0,—,7,—,7,91,0,21.2,0,23.8,0,65,0,2.8,0,—,7
129,32,19380202,12.0,—,7,29.1,0,—,7,—,7,80,0,23.9,0,26.4,0,65,0,4,0,—,7
130,32,19380202,17.0,—,7,27.1,0,—,7,—,7,85,0,22.7,0,25.2,0,65,0,4,0,—,7
131,32,19380202,24.0,—,7,—,7,24.5,0,29.5,0,—,7,—,7,—,7,—,7,—,7,—,7
132,32,19380203,7.0,—,7,25.1,0,—,7,—,7,88,0,20.9,0,23.7,0,90,0,2.6,0,—,7
133,32,19380203,12.0,—,7,27.7,0,—,7,—,7,82,0,22.7,0,25.4,0,90,0,3.4,0,—,7
134,32,19380203,17.0,—,7,27.7,0,—,7,—,7,82,0,22.7,0,25.4,0,90,0,3.4,0,—,7
135,32,19380203,24.0,—,7,—,7,24.5,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
136,32,19380204,7.0,—,7,24.9,0,—,7,—,7,92,0,21.4,0,23.9,0,65,0,2.2,0,—,7
137,32,19380204,12.0,—,7,28.5,0,—,7,—,7,82,0,23.9,0,26.2,0,65,0,3.6,0,—,7
138,32,19380204,17.0,—,7,27.3,0,—,7,—,7,83,0,22.5,0,25.2,0,65,0,3,0,—,7
139,32,19380204,24.0,—,7,—,7,25,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
140,32,19380205,7.0,—,7,24.4,0,—,7,—,7,88,0,20,0,23,0,65,0,1.8,0,—,7
141,32,19380205,12.0,—,7,29.3,0,—,7,—,7,78,0,23.8,0,26.4,0,65,0,3.4,0,—,7
142,32,19380205,17.0,—,7,27.8,0,—,7,—,7,78,0,21.6,0,24.9,0,65,0,2.8,0,—,7
143,32,19380205,24.0,—,7,—,7,24.5,0,30,0,—,7,—,7,—,7,—,7,—,7,—,7
144,32,19380206,7.0,—,7,24.3,0,—,7,—,7,86,0,19.3,0,22.6,0,65,0,1.4,0,—,7
145,32,19380206,12.0,—,7,28.7,0,—,7,—,7,77,0,22.5,0,25.6,0,65,0,3.2,0,—,7
146,32,19380206,17.0,—,7,26.1,0,—,7,—,7,85,0,21.5,0,24.3,0,65,0,2.8,0,—,7
147,32,19380206,24.0,—,7,—,7,24,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
148,32,19380207,7.0,—,7,25.1,0,—,7,—,7,88,0,20.9,0,23.7,0,65,0,2.2,0,—,7
149,32,19380207,12.0,—,7,28.9,0,—,7,—,7,78,0,23.2,0,26,0,65,0,3.4,0,—,7
150,32,19380207,17.0,—,7,27.8,0,—,7,—,7,78,0,21.8,0,25,0,65,0,3.4,0,—,7
151,32,19380207,24.0,—,7,—,7,25,0,30,0,—,7,—,7,—,7,—,7,—,7,—,7
152,32,19380208,7.0,—,7,25.4,0,—,7,—,7,89,0,21.3,0,24,0,65,0,3.2,0,—,7
153,32,19380208,12.0,—,7,28.4,0,—,7,—,7,82,0,23.7,0,26.1,0,65,0,4.2,0,—,7
154,32,19380208,17.0,—,7,26.4,0,—,7,—,7,90,0,23.1,0,25.2,0,65,0,3.6,0,—,7
155,32,19380208,24.0,—,7,—,7,24.4,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
156,32,19380209,7.0,—,7,25,0,—,7,—,7,84,0,19.7,0,23,0,65,0,4,0,—,7
157,32,19380209,12.0,—,7,27.9,0,—,7,—,7,84,0,23.6,0,25.9,0,65,0,4.6,0,—,7
158,32,19380209,17.0,—,7,26.7,0,—,7,—,7,78,0,20.1,0,23.8,0,65,0,3.8,0,—,7
159,32,19380209,24.0,—,7,—,7,24,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
160,32,19380210,7.0,—,7,24.5,0,—,7,—,7,85,0,19.4,0,22.7,0,65,0,2.8,0,—,7
161,32,19380210,12.0,—,7,28.1,0,—,7,—,7,82,0,23.1,0,25.7,0,65,0,3.8,0,—,7
162,32,19380210,17.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,65,0,3.6,0,—,7
163,32,19380210,24.0,—,7,—,7,24,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
164,32,19380211,7.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
165,32,19380211,12.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
166,32,19380211,17.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
167,32,19380211,24.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
168,32,19380212,7.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
169,32,19380212,12.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
170,32,19380212,17.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
171,32,19380212,24.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
172,32,19380213,7.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
173,32,19380213,12.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
174,32,19380213,17.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
175,32,19380213,24.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
176,32,19380214,7.0,—,7,23.9,0,—,7,—,7,87,0,19.2,0,22.4,0,65,0,2.2,0,—,7
177,32,19380214,12.0,—,7,28.7,0,—,7,—,7,80,0,23.3,0,26,0,65,0,3.2,0,—,7
178,32,19380214,17.0,—,7,26.5,0,—,7,—,7,—,7,—,7,24,0,65,0,2.8,0,—,7
179,32,19380214,24.0,—,7,—,7,24,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
180,32,19380215,7.0,—,7,23.5,0,—,7,—,7,90,0,19.3,0,22.3,0,65,0,2.8,0,—,7
181,32,19380215,12.0,—,7,27.5,0,—,7,—,7,80,0,21.6,0,24.8,0,65,0,4.4,0,—,7
182,32,19380215,17.0,—,7,25.4,0,—,7,—,7,82,0,19.8,0,23.2,0,65,0,3.6,0,—,7
183,32,19380215,24.0,—,7,—,7,22,0,28,0,—,7,—,7,—,7,—,7,—,7,—,7
184,32,19380216,7.0,—,7,23.5,0,—,7,—,7,92,0,19.9,0,22.6,0,65,0,2.8,0,—,7
185,32,19380216,12.0,—,7,24.7,0,—,7,—,7,90,0,20.8,0,23.5,0,65,0,3.8,0,—,7
186,32,19380216,17.0,—,7,25.9,0,—,7,—,7,76,0,18.7,0,22.8,0,65,0,3.4,0,—,7
187,32,19380216,24.0,—,7,—,7,22.5,0,28,0,—,7,—,7,—,7,—,7,—,7,—,7
188,32,19380217,7.0,—,7,23.9,0,—,7,—,7,80,0,17.6,0,21.5,0,65,0,2.4,0,—,7
189,32,19380217,12.0,—,7,25.7,0,—,7,—,7,86,0,21.1,0,24,0,65,0,3.8,0,—,7
190,32,19380217,17.0,—,7,25.8,0,—,7,—,7,79,0,19.5,0,23.2,0,65,0,3.6,0,—,7
191,32,19380217,24.0,—,7,—,7,24,0,29.5,0,—,7,—,7,—,7,—,7,—,7,—,7
192,32,19380218,7.0,—,7,24,0,—,7,—,7,82,0,18.1,0,21.8,0,65,0,2.8,0,—,7
193,32,19380218,12.0,—,7,27.5,0,—,7,—,7,84,0,23,0,25.5,0,65,0,4,0,—,7
194,32,19380218,17.0,—,7,26.3,0,—,7,—,7,79,0,20.2,0,23.7,0,65,0,3.2,0,—,7
195,32,19380218,24.0,—,7,—,7,23.5,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
196,32,19380219,7.0,—,7,24,0,—,7,—,7,80,0,17.7,0,21.6,0,65,0,3,0,—,7
197,32,19380219,12.0,—,7,28.2,0,—,7,—,7,73,0,21,0,24.7,0,90,0,3.6,0,—,7
198,32,19380219,17.0,—,7,26,0,—,7,—,7,73,0,18.3,0,22.6,0,65,0,4,0,—,7
199,32,19380219,24.0,—,7,—,7,23.5,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
200,32,19380220,7.0,—,7,24.1,0,—,7,—,7,80,0,17.8,0,21.7,0,90,0,3.6,0,—,7
201,32,19380220,12.0,—,7,29.7,0,—,7,—,7,72,0,22.3,0,25.8,0,90,0,4.2,0,—,7
202,32,19380220,17.0,—,7,27.7,0,—,7,—,7,93,0,25.6,0,26.8,0,65,0,3.6,0,—,7
203,32,19380220,24.0,—,7,—,7,24,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
204,32,19380221,7.0,—,7,24.9,0,—,7,—,7,88,0,20.5,0,23.4,0,90,0,3.2,0,—,7
205,32,19380221,12.0,—,7,28.7,0,—,7,—,7,78,0,22.9,0,25.8,0,65,0,4,0,—,7
206,32,19380221,17.0,—,7,26.9,0,—,7,—,7,85,0,22.4,0,25,0,65,0,4.8,0,—,7
207,32,19380221,24.0,—,7,—,7,24.5,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
208,32,19380222,7.0,—,7,25,0,—,7,—,7,85,0,20,0,23.2,0,65,0,3.2,0,—,7
209,32,19380222,12.0,—,7,28.5,0,—,7,—,7,81,0,23.4,0,26,0,65,0,4.4,0,—,7
210,32,19380222,17.0,—,7,27.1,0,—,7,—,7,83,0,22.2,0,25,0,65,0,4.6,0,—,7
211,32,19380222,24.0,—,7,—,7,23.5,0,30.3,0,—,7,—,7,—,7,—,7,—,7,—,7
212,32,19380223,7.0,—,7,24.5,0,—,7,—,7,89,0,20.3,0,23.2,0,65,0,3.6,0,—,7
213,32,19380223,12.0,—,7,27.7,0,—,7,—,7,87,0,23.9,0,26,0,65,0,5,0,—,7
214,32,19380223,17.0,—,7,26.1,0,—,7,—,7,85,0,21.3,0,24.2,0,65,0,4.4,0,—,7
215,32,19380223,24.0,—,7,—,7,24.1,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
216,32,19380224,7.0,—,7,24,0,—,7,—,7,86,0,19.2,0,22.4,0,90,0,2.8,0,—,7
217,32,19380224,12.0,—,7,27.7,0,—,7,—,7,83,0,22.9,0,25.5,0,90,0,4,0,—,7
218,32,19380224,17.0,—,7,25.1,0,—,7,—,7,89,0,21.1,0,23.8,0,90,0,4,0,—,7
219,32,19380224,24.0,—,7,—,7,23.4,0,28.5,0,—,7,—,7,—,7,—,7,—,7,—,7
220,32,19380225,7.0,—,7,25.1,0,—,7,—,7,84,0,20,0,23.2,0,90,0,2.8,0,—,7
221,32,19380225,12.0,—,7,27.5,0,—,7,—,7,90,0,24.5,0,26.2,0,65,0,3.6,0,—,7
222,32,19380225,17.0,—,7,26.1,0,—,7,—,7,91,0,22.9,0,25,0,65,0,3.8,0,—,7
223,32,19380225,24.0,—,7,—,7,23.9,0,28,0,—,7,—,7,—,7,—,7,—,7,—,7
224,32,19380226,7.0,—,7,24.7,0,—,7,—,7,90,0,20.8,0,23.5,0,90,0,2,0,—,7
225,32,19380226,12.0,—,7,28.5,0,—,7,—,7,84,0,24.3,0,26.4,0,65,0,3.2,0,—,7
226,32,19380226,17.0,—,7,26.9,0,—,7,—,7,82,0,21.6,0,24.6,0,65,0,3.4,0,—,7
227,32,19380226,24.0,—,7,—,7,24.6,0,28.8,0,—,7,—,7,—,7,—,7,—,7,—,7
228,32,19380227,7.0,—,7,26.1,0,—,7,—,7,90,0,22.5,0,24.8,0,65,0,2,0,—,7
229,32,19380227,12.0,—,7,27.1,0,—,7,—,7,93,0,24.7,0,26.2,0,90,0,2.4,0,—,7
230,32,19380227,17.0,—,7,27.7,0,—,7,—,7,87,0,23.9,0,26,0,90,0,2.6,0,—,7
231,32,19380227,24.0,—,7,—,7,26.1,0,28.1,0,—,7,—,7,—,7,—,7,—,7,—,7
232,32,19380228,7.0,—,7,25.7,0,—,7,—,7,93,0,22.7,0,24.8,0,65,0,2,0,—,7
233,32,19380228,12.0,—,7,28.9,0,—,7,—,7,—,7,—,7,27,0,65,0,3.6,0,—,7
234,32,19380228,17.0,—,7,29.3,0,—,7,—,7,77,0,23.4,0,26.2,0,65,0,3,0,—,7
235,32,19380228,24.0,—,7,—,7,25.6,0,30.4,0,—,7,—,7,—,7,—,7,—,7,—,7
236,32,19380301,7.0,—,7,25.3,0,—,7,—,7,91,0,21.8,0,24.2,0,65,0,2.8,0,—,7
237,32,19380301,12.0,—,7,28.9,0,—,7,—,7,—,7,25.3,0,27,0,65,0,3.6,0,—,7
238,32,19380301,17.0,—,7,27.7,0,—,7,—,7,87,0,23.9,0,26,0,65,0,3.8,0,—,7
239,32,19380301,24.0,—,7,—,7,25.6,0,29.6,0,—,7,—,7,—,7,—,7,—,7,—,7
240,32,19380302,7.0,—,7,24.8,0,—,7,—,7,92,0,21.5,0,23.9,0,65,0,2,0,—,7
