,Stn,Datum,Tijd,P,qP,T,qT,Tn,qTn,Tx,qTx,U,qU,Ed,qEd,Tw,qTw,D,qD,F,qF,N,qN
36,32,19390110,7.0,—,7,23.7,0,—,7,—,7,87,0,19,0,22.2,0,45,0,2.2,0,3,0
37,32,19390110,12.0,—,7,27.1,0,—,7,—,7,69,0,18.4,0,23,0,45,0,2.8,0,2,0
38,32,19390110,17.0,—,7,27.1,0,—,7,—,7,70,0,18.7,0,23.2,0,45,0,3,0,2,0
39,32,19390110,24.0,—,7,—,7,24.5,0,29.5,0,—,7,—,7,—,7,—,7,—,7,—,7
40,32,19390111,7.0,—,7,24.3,0,—,7,—,7,76,0,17.2,0,21.4,0,65,0,2.4,0,5,0
41,32,19390111,12.0,—,7,27.1,0,—,7,—,7,70,0,18.7,0,23.2,0,65,0,4,0,4,0
42,32,19390111,17.0,—,7,27.3,0,—,7,—,7,68,0,18.2,0,23,0,65,0,3.2,0,1,0
43,32,19390111,24.0,—,7,—,7,25.3,0,29.6,0,—,7,—,7,—,7,—,7,—,7,—,7
44,32,19390112,7.0,—,7,24.7,0,—,7,—,7,81,0,18.7,0,22.4,0,45,0,1.4,0,7,0
45,32,19390112,12.0,—,7,27.5,0,—,7,—,7,74,0,20,0,24,0,45,0,4.2,0,3,0
46,32,19390112,17.0,—,7,26.7,0,—,7,—,7,73,0,19,0,23.2,0,45,0,3.6,0,6,0
47,32,19390112,24.0,—,7,—,7,24,0,29.6,0,—,7,—,7,—,7,—,7,—,7,—,7
48,32,19390113,7.0,—,7,24.9,0,—,7,—,7,84,0,19.7,0,23,0,65,0,3.6,0,2,0
49,32,19390113,12.0,—,7,27.1,0,—,7,—,7,79,0,21.1,0,24.4,0,65,0,3.8,0,2,0
50,32,19390113,17.0,—,7,27.5,0,—,7,—,7,75,0,20.4,0,24.2,0,65,0,3.2,0,3,0
51,32,19390113,24.0,—,7,—,7,25,0,29.8,0,—,7,—,7,—,7,—,7,—,7,—,7
52,32,19390114,7.0,—,7,24.9,0,—,7,—,7,86,0,20.1,0,23.2,0,65,0,2.8,0,1,0
53,32,19390114,12.0,—,7,27.5,0,—,7,—,7,74,0,20,0,24,0,65,0,3.2,0,5,0
54,32,19390114,17.0,—,7,27.1,0,—,7,—,7,75,0,19.9,0,23.8,0,65,0,3,0,3,0
55,32,19390114,24.0,—,7,—,7,27,0,29.8,0,—,7,—,7,—,7,—,7,—,7,—,7
56,32,19390115,7.0,—,7,25.5,0,—,7,—,7,88,0,21.3,0,24,0,65,0,3,0,4,0
57,32,19390115,12.0,—,7,28.8,0,—,7,—,7,70,0,20.8,0,24.8,0,65,0,4.4,0,5,0
58,32,19390115,17.0,—,7,28.4,0,—,7,—,7,70,0,20.3,0,24.4,0,65,0,3.8,0,4,0
59,32,19390115,24.0,—,7,—,7,27,0,29.8,0,—,7,—,7,—,7,—,7,—,7,—,7
60,32,19390116,7.0,—,7,25.7,0,—,7,—,7,86,0,21.1,0,24,0,65,0,3.4,0,4,0
61,32,19390116,12.0,—,7,28.7,0,—,7,—,7,68,0,20.1,0,24.4,0,65,0,4,0,3,0
62,32,19390116,17.0,—,7,27.5,0,—,7,—,7,77,0,20.8,0,24.4,0,65,0,3.2,0,4,0
63,32,19390116,24.0,—,7,—,7,26.4,0,30.7,0,—,7,—,7,—,7,—,7,—,7,—,7
64,32,19390117,7.0,—,7,25.7,0,—,7,—,7,85,0,20,0,23.4,0,65,0,3.2,0,4,0
65,32,19390117,12.0,—,7,28.1,0,—,7,—,7,73,0,20.8,0,24.6,0,65,0,4.2,0,3,0
66,32,19390117,17.0,—,7,27.7,0,—,7,—,7,74,0,20.3,0,24.2,0,65,0,3.6,0,2,0
67,32,19390117,24.0,—,7,—,7,26.5,0,30.2,0,—,7,—,7,—,7,—,7,—,7,—,7
68,32,19390118,7.0,—,7,24.9,0,—,7,—,7,84,0,19.7,0,23,0,65,0,2.8,0,2,0
69,32,19390118,12.0,—,7,28.7,0,—,7,—,7,62,0,18.1,0,23.4,0,65,0,3,0,3,0
70,32,19390118,17.0,—,7,27.5,0,—,7,—,7,74,0,19.3,0,23.6,0,65,0,2.8,0,1,0
71,32,19390118,24.0,—,7,—,7,26.2,0,30.6,0,—,7,—,7,—,7,—,7,—,7,—,7
72,32,19390119,7.0,—,7,24.1,0,—,7,—,7,84,0,18.7,0,22.2,0,65,0,3.6,0,3,0
73,32,19390119,12.0,—,7,28.3,0,—,7,—,7,59,0,16.9,0,22.6,0,65,0,4.6,0,2,0
74,32,19390119,17.0,—,7,27.9,0,—,7,—,7,64,0,17.9,0,23,0,65,0,3.4,0,2,0
75,32,19390119,24.0,—,7,—,7,25.2,0,30.4,0,—,7,—,7,—,7,—,7,—,7,—,7
76,32,19390120,7.0,—,7,24,0,—,7,—,7,83,0,18.4,0,22,0,65,0,3,0,1,0
77,32,19390120,12.0,—,7,24.1,0,—,7,—,7,86,0,19.1,0,22.4,0,65,0,4.2,0,3,0
78,32,19390120,17.0,—,7,26.7,0,—,7,—,7,76,0,19.7,0,23.6,0,65,0,3.2,0,4,0
79,32,19390120,24.0,—,7,—,7,24,0,30.2,0,—,7,—,7,—,7,—,7,—,7,—,7
80,32,19390121,7.0,—,7,25.1,0,—,7,—,7,83,0,19.6,0,23,0,45,0,2.6,0,1,0
81,32,19390121,12.0,—,7,28.3,0,—,7,—,7,69,0,19.4,0,24,0,45,0,4.2,0,3,0
82,32,19390121,17.0,—,7,27.9,0,—,7,—,7,69,0,19.5,0,23.8,0,45,0,3.2,0,4,0
83,32,19390121,24.0,—,7,—,7,25.3,0,30.4,0,—,7,—,7,—,7,—,7,—,7,—,7
84,32,19390122,7.0,—,7,25.1,0,—,7,—,7,81,0,19.2,0,22.8,0,45,0,2.2,0,3,0
85,32,19390122,12.0,—,7,28.1,0,—,7,—,7,70,0,19.8,0,24.1,0,45,0,4.4,0,4,0
86,32,19390122,17.0,—,7,27.3,0,—,7,—,7,75,0,20.1,0,24,0,45,0,3,0,5,0
87,32,19390122,24.0,—,7,—,7,26.5,0,30,0,—,7,—,7,—,7,—,7,—,7,—,7
88,32,19390123,7.0,—,7,24.7,0,—,7,—,7,80,0,18.3,0,22.2,0,90,0,2.2,0,2,0
89,32,19390123,12.0,—,7,27.3,0,—,7,—,7,68,0,18.2,0,23,0,90,0,4,0,6,0
90,32,19390123,17.0,—,7,27.3,0,—,7,—,7,69,0,18.6,0,23.2,0,90,0,3.2,0,5,0
91,32,19390123,24.0,—,7,—,7,24.7,0,30.1,0,—,7,—,7,—,7,—,7,—,7,—,7
92,32,19390124,7.0,—,7,24.7,0,—,7,—,7,73,0,16.9,0,21.4,0,65,0,3.6,0,2,0
93,32,19390124,12.0,—,7,28.5,0,—,7,—,7,56,0,16,0,22.2,0,65,0,5,0,1,0
94,32,19390124,17.0,—,7,26.7,0,—,7,—,7,68,0,17.5,0,22.4,0,65,0,3.6,0,4,0
95,32,19390124,24.0,—,7,—,7,25.8,0,29.8,0,—,7,—,7,—,7,—,7,—,7,—,7
96,32,19390125,7.0,—,7,24.3,0,—,7,—,7,75,0,16.8,0,21.2,0,65,0,2.2,0,2,0
97,32,19390125,12.0,—,7,28.7,0,—,7,—,7,61,0,17.8,0,23.2,0,45,0,3.4,0,3,0
98,32,19390125,17.0,—,7,24.7,0,—,7,—,7,86,0,19.9,0,23,0,45,0,2.6,0,6,0
99,32,19390125,24.0,—,7,—,7,25.6,0,30.1,0,—,7,—,7,—,7,—,7,—,7,—,7
100,32,19390126,7.0,—,7,24.1,0,—,7,—,7,79,0,17.7,0,21.6,0,65,0,2.8,0,2,0
101,32,19390126,12.0,—,7,27.7,0,—,7,—,7,67,0,18.4,0,23.2,0,65,0,4,0,2,0
102,32,19390126,17.0,—,7,26.5,0,—,7,—,7,73,0,18.7,0,23,0,65,0,3.2,0,1,0
103,32,19390126,24.0,—,7,—,7,23.6,0,29.8,0,—,7,—,7,—,7,—,7,—,7,—,7
104,32,19390127,7.0,—,7,23.7,0,—,7,—,7,85,0,18.6,0,22,0,90,0,1.8,0,6,0
105,32,19390127,12.0,—,7,27.7,0,—,7,—,7,69,0,16.5,0,22.2,0,65,0,3.4,0,3,0
106,32,19390127,17.0,—,7,27.1,0,—,7,—,7,62,0,16.5,0,22,0,65,0,2.8,0,6,0
107,32,19390127,24.0,—,7,—,7,24.6,0,30.2,0,—,7,—,7,—,7,—,7,—,7,—,7
108,32,19390128,7.0,—,7,24.3,0,—,7,—,7,73,0,16.5,0,21,0,65,0,3.2,0,5,0
109,32,19390128,12.0,—,7,28.3,0,—,7,—,7,64,0,17.6,0,23.2,0,65,0,4,0,3,0
110,32,19390128,17.0,—,7,27.7,0,—,7,—,7,63,0,18,0,22.8,0,65,0,3.8,0,4,0
111,32,19390128,24.0,—,7,—,7,24.6,0,30.3,0,—,7,—,7,—,7,—,7,—,7,—,7
112,32,19390129,7.0,—,7,24.9,0,—,7,—,7,86,0,20.1,0,23.2,0,65,0,3.2,0,2,0
113,32,19390129,12.0,—,7,28.5,0,—,7,—,7,67,0,19.4,0,24,0,65,0,4.4,0,1,0
114,32,19390129,17.0,—,7,25.1,0,—,7,—,7,89,0,21.1,0,23.8,0,65,0,4.6,0,1,0
115,32,19390129,24.0,—,7,—,7,25.5,0,31.4,0,—,7,—,7,—,7,—,7,—,7,—,7
116,32,19390130,7.0,—,7,24.5,0,—,7,—,7,80,0,18.1,0,22.2,0,65,0,3.4,0,3,0
117,32,19390130,12.0,—,7,28.3,0,—,7,—,7,65,0,18.4,0,23.4,0,65,0,4.2,0,5,0
118,32,19390130,17.0,—,7,26.7,0,—,7,—,7,72,0,18.6,0,23,0,65,0,3.6,0,2,0
119,32,19390130,24.0,—,7,—,7,24.8,0,30.1,0,—,7,—,7,—,7,—,7,—,7,—,7
120,32,19390131,7.0,—,7,24.2,0,—,7,—,7,100,0,22.5,0,24.2,0,65,0,3.2,0,2,0
121,32,19390131,12.0,—,7,27.5,0,—,7,—,7,67,0,18.1,0,20,0,65,0,3.8,0,4,0
122,32,19390131,17.0,—,7,26.9,0,—,7,—,7,72,0,18.9,0,23.2,0,65,0,3,0,3,0
123,32,19390131,24.0,—,7,—,7,25.2,0,30.4,0,—,7,—,7,—,7,—,7,—,7,—,7
124,32,19390201,7.0,—,7,24.3,0,—,7,—,7,80,0,17.9,0,21.8,0,65,0,2.4,0,1,0
125,32,19390201,12.0,—,7,27.7,0,—,7,—,7,66,0,18,0,23,0,65,0,4.6,0,5,0
126,32,19390201,17.0,—,7,26.7,0,—,7,—,7,66,0,17.1,0,22.2,0,45,0,3.4,0,1,0
127,32,19390201,24.0,—,7,—,7,25.5,0,30,0,—,7,—,7,—,7,—,7,—,7,—,7
128,32,19390202,7.0,—,7,24,0,—,7,—,7,77,0,17,0,21.2,0,65,0,2.8,0,3,0
129,32,19390202,12.0,—,7,27.7,0,—,7,—,7,63,0,17.3,0,22.6,0,65,0,2.6,0,5,0
130,32,19390202,17.0,—,7,27.5,0,—,7,—,7,63,0,17,0,22.4,0,65,0,4.2,0,1,0
131,32,19390202,24.0,—,7,—,7,24.5,0,30,0,—,7,—,7,—,7,—,7,—,7,—,7
132,32,19390203,7.0,—,7,24.8,0,—,7,—,7,74,0,17.2,0,21.6,0,65,0,3.8,0,8,0
133,32,19390203,12.0,—,7,28.1,0,—,7,—,7,65,0,18.1,0,23.2,0,65,0,2.6,0,3,0
134,32,19390203,17.0,—,7,26.7,0,—,7,—,7,72,0,18.6,0,23,0,65,0,4.4,0,4,0
135,32,19390203,24.0,—,7,—,7,25.3,0,29.8,0,—,7,—,7,—,7,—,7,—,7,—,7
136,32,19390204,7.0,—,7,24.2,0,—,7,—,7,76,0,16.9,0,21.2,0,65,0,2.6,0,2,0
137,32,19390204,12.0,—,7,28.5,0,—,7,—,7,61,0,17.5,0,23,0,65,0,4,0,6,0
138,32,19390204,17.0,—,7,26.7,0,—,7,—,7,73,0,19,0,23.2,0,65,0,3.6,0,4,0
139,32,19390204,24.0,—,7,—,7,25.4,0,29.7,0,—,7,—,7,—,7,—,7,—,7,—,7
140,32,19390205,7.0,—,7,23.9,0,—,7,—,7,76,0,16.7,0,21,0,65,0,3.2,0,10,0
141,32,19390205,12.0,—,7,28.1,0,—,7,—,7,61,0,17.4,0,22.8,0,65,0,4,0,4,0
142,32,19390205,17.0,—,7,26.5,0,—,7,—,7,73,0,18.7,0,23,0,65,0,4,0,3,0
143,32,19390205,24.0,—,7,—,7,24.8,0,29.5,0,—,7,—,7,—,7,—,7,—,7,—,7
144,32,19390206,7.0,—,7,23.3,0,—,7,—,7,79,0,16.7,0,20.8,0,65,0,3.4,0,3,0
145,32,19390206,12.0,—,7,26.9,0,—,7,—,7,68,0,17.7,0,22.6,0,65,0,3.8,0,4,0
146,32,19390206,17.0,—,7,26.9,0,—,7,—,7,66,0,17.4,0,22.4,0,65,0,3.8,0,4,0
147,32,19390206,24.0,—,7,—,7,23.8,0,29.2,0,—,7,—,7,—,7,—,7,—,7,—,7
148,32,19390207,7.0,—,7,23.9,0,—,7,—,7,76,0,16.7,0,21,0,65,0,3.4,0,1,0
149,32,19390207,12.0,—,7,27.7,0,—,7,—,7,63,0,17.3,0,22.6,0,65,0,4.6,0,3,0
150,32,19390207,17.0,—,7,25.3,0,—,7,—,7,75,0,18,0,22.2,0,65,0,4.2,0,5,0
151,32,19390207,24.0,—,7,—,7,24.2,0,29.8,0,—,7,—,7,—,7,—,7,—,7,—,7
152,32,19390208,7.0,—,7,24.3,0,—,7,—,7,75,0,16.8,0,21.2,0,—,7,—,7,2,0
153,32,19390208,12.0,—,7,27.1,0,—,7,—,7,62,0,16.5,0,22,0,—,7,—,7,3,0
154,32,19390208,17.0,—,7,26.7,0,—,7,—,7,66,0,17.1,0,22.2,0,—,7,—,7,2,0
155,32,19390208,24.0,—,7,—,7,24.4,0,29.8,0,—,7,—,7,—,7,—,7,—,7,—,7
156,32,19390209,7.0,—,7,24.5,0,—,7,—,7,73,0,16.7,0,21.2,0,65,0,3.8,0,3,0
157,32,19390209,12.0,—,7,27.7,0,—,7,—,7,60,0,16.5,0,22.2,0,65,0,3.8,0,2,0
158,32,19390209,17.0,—,7,27.1,0,—,7,—,7,68,0,18,0,22.8,0,65,0,3.2,0,4,0
159,32,19390209,24.0,—,7,—,7,25,0,30,0,—,7,—,7,—,7,—,7,—,7,—,7
160,32,19390210,7.0,—,7,23.9,0,—,7,—,7,78,0,17.1,0,21.2,0,65,0,2.6,0,5,0
161,32,19390210,12.0,—,7,27.7,0,—,7,—,7,60,0,16.5,0,22.2,0,65,0,4,0,4,0
162,32,19390210,17.0,—,7,27.8,0,—,7,—,7,58,0,16.1,0,22,0,65,0,3.2,0,5,0
163,32,19390210,24.0,—,7,—,7,24.5,0,29.8,0,—,7,—,7,—,7,—,7,—,7,—,7
164,32,19390211,7.0,—,7,24.1,0,—,7,—,7,75,0,16.6,0,21,0,65,0,2.6,0,4,0
165,32,19390211,12.0,—,7,27.6,0,—,7,—,7,59,0,16.2,0,22,0,65,0,3.8,0,5,0
166,32,19390211,17.0,—,7,27.8,0,—,7,—,7,58,0,16.1,0,22,0,65,0,3.2,0,5,0
167,32,19390211,24.0,—,7,—,7,24.6,0,29.4,0,—,7,—,7,—,7,—,7,—,7,—,7
168,32,19390212,7.0,—,7,22.5,0,—,7,—,7,94,0,19,0,21.8,0,45,0,1.6,0,4,0
169,32,19390212,12.0,—,7,28.1,0,—,7,—,7,58,0,16.3,0,22.2,0,45,0,4.4,0,3,0
170,32,19390212,17.0,—,7,27.1,0,—,7,—,7,62,0,16.5,0,22,0,45,0,3.2,0,6,0
171,32,19390212,24.0,—,7,—,7,23.5,0,29.6,0,—,7,—,7,—,7,—,7,—,7,—,7
172,32,19390213,7.0,—,7,23.5,0,—,7,—,7,81,0,17.3,0,21.2,0,45,0,2.4,0,6,0
173,32,19390213,12.0,—,7,23.3,0,—,7,—,7,86,0,18.1,0,21.6,0,45,0,3.2,0,8,0
174,32,19390213,17.0,—,7,25.9,0,—,7,—,7,70,0,17.3,0,22,0,45,0,2.8,0,7,0
175,32,19390213,24.0,—,7,—,7,22.5,0,29.8,0,—,7,—,7,—,7,—,7,—,7,—,7
176,32,19390214,7.0,—,7,22.3,0,—,7,—,7,88,0,17.7,0,21,0,45,0,0.8,0,8,0
177,32,19390214,12.0,—,7,25.1,0,—,7,—,7,77,0,18.1,0,22.2,0,45,0,2.2,0,6,0
178,32,19390214,17.0,—,7,25.1,0,—,7,—,7,77,0,18.1,0,22.2,0,45,0,2.6,0,6,0
179,32,19390214,24.0,—,7,—,7,22.2,0,28.5,0,—,7,—,7,—,7,—,7,—,7,—,7
180,32,19390215,7.0,—,7,22.5,0,—,7,—,7,83,0,16.9,0,20.6,0,90,0,1.4,0,5,0
181,32,19390215,12.0,—,7,26.5,0,—,7,—,7,67,0,17.3,0,22.2,0,65,0,3.2,0,4,0
182,32,19390215,17.0,—,7,25.9,0,—,7,—,7,67,0,16.5,0,21.6,0,45,0,1.8,0,2,0
183,32,19390215,24.0,—,7,—,7,23.5,0,28.8,0,—,7,—,7,—,7,—,7,—,7,—,7
184,32,19390216,7.0,—,7,23.5,0,—,7,—,7,81,0,17.3,0,21.2,0,45,0,1.6,0,3,0
185,32,19390216,12.0,—,7,25.7,0,—,7,—,7,74,0,18.1,0,22.4,0,45,0,3,0,4,0
186,32,19390216,17.0,—,7,25.1,0,—,7,—,7,73,0,17.2,0,21.7,0,45,0,2.4,0,5,0
187,32,19390216,24.0,—,7,—,7,23.6,0,28.8,0,—,7,—,7,—,7,—,7,—,7,—,7
188,32,19390217,7.0,—,7,22.5,0,—,7,—,7,70,0,14.2,0,19,0,45,0,2.2,0,4,0
189,32,19390217,12.0,—,7,23.5,0,—,7,—,7,89,0,19.1,0,22.2,0,45,0,3.6,0,5,0
190,32,19390217,17.0,—,7,26.3,0,—,7,—,7,63,0,15.9,0,21.4,0,45,0,2.8,0,2,0
191,32,19390217,24.0,—,7,—,7,22.4,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
192,32,19390218,7.0,—,7,22.3,0,—,7,—,7,82,0,16.3,0,20.2,0,45,0,0.8,0,5,0
193,32,19390218,12.0,—,7,25.5,0,—,7,—,7,72,0,17.5,0,22,0,45,0,2.8,0,5,0
194,32,19390218,17.0,—,7,24.6,0,—,7,—,7,71,0,16.3,0,21,0,45,0,1.8,0,4,0
195,32,19390218,24.0,—,7,—,7,22.5,0,28.3,0,—,7,—,7,—,7,—,7,—,7,—,7
196,32,19390219,7.0,—,7,23.7,0,—,7,—,7,70,0,15.1,0,20,0,45,0,2.4,0,4,0
197,32,19390219,12.0,—,7,26.1,0,—,7,—,7,63,0,15.7,0,21.2,0,45,0,2.6,0,3,0
198,32,19390219,17.0,—,7,25.7,0,—,7,—,7,63,0,15.4,0,20.9,0,45,0,3,0,2,0
199,32,19390219,24.0,—,7,—,7,25.2,0,28.5,0,—,7,—,7,—,7,—,7,—,7,—,7
200,32,19390220,7.0,—,7,22.5,0,—,7,—,7,85,0,17.2,0,20.8,0,45,0,1.2,0,2,0
201,32,19390220,12.0,—,7,25.3,0,—,7,—,7,75,0,18,0,22.2,0,65,0,1.8,0,5,0
202,32,19390220,17.0,—,7,25.9,0,—,7,—,7,66,0,16.2,0,21.4,0,45,0,2,0,2,0
203,32,19390220,24.0,—,7,—,7,23.4,0,29.6,0,—,7,—,7,—,7,—,7,—,7,—,7
204,32,19390221,7.0,—,7,22.7,0,—,7,—,7,80,0,16.4,0,20.4,0,65,0,1,0,3,0
205,32,19390221,12.0,—,7,27.7,0,—,7,—,7,60,0,16.5,0,22.2,0,45,0,2.4,0,3,0
206,32,19390221,17.0,—,7,26.5,0,—,7,—,7,65,0,16.5,0,21.8,0,45,0,3,0,3,0
207,32,19390221,24.0,—,7,—,7,24.3,0,30,0,—,7,—,7,—,7,—,7,—,7,—,7
208,32,19390222,7.0,—,7,22.7,0,—,7,—,7,78,0,16.1,0,20.2,0,65,0,2,0,3,0
209,32,19390222,12.0,—,7,28.3,0,—,7,—,7,62,0,17.6,0,23,0,45,0,2.8,0,4,0
210,32,19390222,17.0,—,7,26.3,0,—,7,—,7,69,0,17.4,0,22.2,0,45,0,2.8,0,3,0
211,32,19390222,24.0,—,7,—,7,23.8,0,29.8,0,—,7,—,7,—,7,—,7,—,7,—,7
212,32,19390223,7.0,—,7,23.3,0,—,7,—,7,81,0,17.1,0,21,0,65,0,1.6,0,2,0
213,32,19390223,12.0,—,7,28.7,0,—,7,—,7,56,0,16.3,0,22.4,0,65,0,2.4,0,3,0
214,32,19390223,17.0,—,7,26.5,0,—,7,—,7,73,0,18.7,0,23,0,45,0,2.2,0,2,0
215,32,19390223,24.0,—,7,—,7,24,0,30.4,0,—,7,—,7,—,7,—,7,—,7,—,7
216,32,19390224,7.0,—,7,24.8,0,—,7,—,7,71,0,16.5,0,21.2,0,65,0,2.6,0,5,0
217,32,19390224,12.0,—,7,28.7,0,—,7,—,7,67,0,19.7,0,24.2,0,65,0,3.6,0,4,0
218,32,19390224,17.0,—,7,27.1,0,—,7,—,7,72,0,19.1,0,23.4,0,45,0,3.6,0,2,0
219,32,19390224,24.0,—,7,—,7,25,0,30.5,0,—,7,—,7,—,7,—,7,—,7,—,7
220,32,19390225,7.0,—,7,24.7,0,—,7,—,7,78,0,18,0,22,0,65,0,—,7,2,0
221,32,19390225,12.0,—,7,28.7,0,—,7,—,7,65,0,18.9,0,23.8,0,65,0,—,7,4,0
222,32,19390225,17.0,—,7,26.9,0,—,7,—,7,70,0,18.5,0,23,0,45,0,—,7,3,0
223,32,19390225,24.0,—,7,—,7,25.8,0,31.3,0,—,7,—,7,—,7,—,7,—,7,—,7
224,32,19390226,7.0,—,7,25.1,0,—,7,—,7,72,0,17,0,21.6,0,65,0,—,7,3,0
225,32,19390226,12.0,—,7,28.7,0,—,7,—,7,63,0,18.5,0,23.6,0,65,0,—,7,4,0
226,32,19390226,17.0,—,7,27.1,0,—,7,—,7,69,0,18.4,0,23,0,45,0,—,7,4,0
227,32,19390226,24.0,—,7,—,7,26,0,30,0,—,7,—,7,—,7,—,7,—,7,—,7
228,32,19390227,7.0,—,7,24.7,0,—,7,—,7,70,0,16.2,0,21,0,65,0,3.8,0,2,0
229,32,19390227,12.0,—,7,28.1,0,—,7,—,7,63,0,17.7,0,23,0,65,0,5,0,2,0
230,32,19390227,17.0,—,7,27.1,0,—,7,—,7,64,0,16.9,0,22.2,0,45,0,4,0,3,0
231,32,19390227,24.0,—,7,—,7,25.6,0,30.3,0,—,7,—,7,—,7,—,7,—,7,—,7
232,32,19390228,7.0,—,7,24.3,0,—,7,—,7,75,0,16.8,0,21.2,0,45,0,3.2,0,3,0
233,32,19390228,12.0,—,7,27.9,0,—,7,—,7,59,0,16.4,0,22.2,0,45,0,4.6,0,2,0
234,32,19390228,17.0,—,7,26.7,0,—,7,—,7,65,0,16.8,0,22,0,45,0,3.6,0,1,0
235,32,19390228,24.0,—,7,—,7,25.5,0,30,0,—,7,—,7,—,7,—,7,—,7,—,7
236,32,19390301,7.0,—,7,25.3,0,—,7,—,7,71,0,16.9,0,21.6,0,65,0,3.4,0,4,0
237,32,19390301,12.0,—,7,27.9,0,—,7,—,7,61,0,17.1,0,22.6,0,45,0,4.4,0,6,0
238,32,19390301,17.0,—,7,27.1,0,—,7,—,7,65,0,17.3,0,22.4,0,45,0,3,0,7,0
